doi,collection_date,abstract_views,full_text_views,pdf_downloads
10.1101/2019.12.12.873604,Apr 2020,39,13,31
10.1101/2019.12.12.873679,Dec 2019,535,2,88
10.1101/2019.12.12.873679,Jan 2020,88,8,47
10.1101/2019.12.12.873679,Feb 2020,77,21,40
10.1101/2019.12.12.873679,Mar 2020,46,11,15
10.1101/2019.12.12.873679,Apr 2020,34,5,15
10.1101/2019.12.12.873794,Dec 2019,645,8,169
10.1101/2019.12.12.873794,Jan 2020,62,9,36
10.1101/2019.12.12.873794,Feb 2020,70,29,19
10.1101/2019.12.12.873794,Mar 2020,37,18,27
10.1101/2019.12.12.873794,Apr 2020,25,4,21
10.1101/2019.12.12.873802,Dec 2019,510,6,96
10.1101/2019.12.12.873802,Jan 2020,62,12,20
10.1101/2019.12.12.873802,Feb 2020,66,37,12
10.1101/2019.12.12.873802,Mar 2020,49,23,17
10.1101/2019.12.12.873802,Apr 2020,20,6,16
10.1101/2019.12.12.873810,Dec 2019,678,18,103
10.1101/2019.12.12.873810,Jan 2020,82,11,18
10.1101/2019.12.12.873810,Feb 2020,102,22,22
10.1101/2019.12.12.873810,Mar 2020,101,20,12
10.1101/2019.12.12.873810,Apr 2020,41,8,22
10.1101/2019.12.12.873844,Dec 2019,718,20,187
10.1101/2019.12.12.873844,Jan 2020,162,24,65
10.1101/2019.12.12.873844,Feb 2020,111,34,34
10.1101/2019.12.12.873844,Mar 2020,60,22,15
10.1101/2019.12.12.873844,Apr 2020,32,11,23
10.1101/2019.12.12.873851,Dec 2019,413,6,63
10.1101/2019.12.12.873851,Jan 2020,54,6,16
10.1101/2019.12.12.873851,Feb 2020,53,16,14
10.1101/2019.12.12.873851,Mar 2020,40,9,12
10.1101/2019.12.12.873851,Apr 2020,22,2,14
10.1101/2019.12.12.873877,Dec 2019,416,9,99
10.1101/2019.12.12.873877,Jan 2020,164,42,49
10.1101/2019.12.12.873877,Feb 2020,66,24,36
10.1101/2019.12.12.873877,Mar 2020,41,22,22
10.1101/2019.12.12.873877,Apr 2020,35,7,22
10.1101/2019.12.12.873885,Dec 2019,462,13,101
10.1101/2019.12.12.873885,Jan 2020,45,19,35
10.1101/2019.12.12.873885,Feb 2020,50,24,21
10.1101/2019.12.12.873885,Mar 2020,41,16,21
10.1101/2019.12.12.873885,Apr 2020,24,11,20
10.1101/2019.12.12.873893,Dec 2019,320,4,40
10.1101/2019.12.12.873893,Jan 2020,38,10,31
10.1101/2019.12.12.873893,Feb 2020,32,15,9
10.1101/2019.12.12.873893,Mar 2020,19,8,9
10.1101/2019.12.12.873893,Apr 2020,12,2,10
10.1101/2019.12.12.873901,Dec 2019,329,9,72
10.1101/2019.12.12.873901,Jan 2020,52,25,53
10.1101/2019.12.12.873901,Feb 2020,54,36,11
10.1101/2019.12.12.873901,Mar 2020,42,22,22
10.1101/2019.12.12.873901,Apr 2020,26,28,49
10.1101/2019.12.12.873919,Dec 2019,771,9,92
10.1101/2019.12.12.873919,Jan 2020,84,12,20
10.1101/2019.12.12.873919,Feb 2020,43,16,15
10.1101/2019.12.12.873919,Mar 2020,51,27,12
10.1101/2019.12.12.873919,Apr 2020,385,21,35
10.1101/2019.12.12.873927,Dec 2019,620,13,108
10.1101/2019.12.12.873927,Jan 2020,310,186,103
10.1101/2019.12.12.873927,Feb 2020,120,56,37
10.1101/2019.12.12.873927,Mar 2020,222,57,78
10.1101/2019.12.12.873927,Apr 2020,54,34,29
10.1101/2019.12.12.873950,Dec 2019,413,3,81
10.1101/2019.12.12.873950,Jan 2020,33,7,16
10.1101/2019.12.12.873950,Feb 2020,41,22,13
10.1101/2019.12.12.873950,Mar 2020,278,14,54
10.1101/2019.12.12.873950,Apr 2020,81,19,17
10.1101/2019.12.12.873968,Dec 2019,319,3,52
10.1101/2019.12.12.873968,Jan 2020,35,12,19
10.1101/2019.12.12.873968,Feb 2020,39,22,11
10.1101/2019.12.12.873968,Mar 2020,30,16,11
10.1101/2019.12.12.873968,Apr 2020,10,4,9
10.1101/2019.12.12.873976,Dec 2019,228,3,57
10.1101/2019.12.12.873976,Jan 2020,25,6,16
10.1101/2019.12.12.873976,Feb 2020,33,17,39
10.1101/2019.12.12.873976,Mar 2020,31,7,40
10.1101/2019.12.12.873976,Apr 2020,21,3,31
10.1101/2019.12.12.873984,Dec 2019,356,3,53
10.1101/2019.12.12.873984,Jan 2020,31,6,10
10.1101/2019.12.12.873984,Feb 2020,35,19,12
10.1101/2019.12.12.873984,Mar 2020,26,6,8
10.1101/2019.12.12.873984,Apr 2020,9,3,12
10.1101/2019.12.12.873992,Dec 2019,292,4,56
10.1101/2019.12.12.873992,Jan 2020,33,11,21
10.1101/2019.12.12.873992,Feb 2020,35,20,10
10.1101/2019.12.12.873992,Mar 2020,20,10,9
10.1101/2019.12.12.873992,Apr 2020,13,7,10
10.1101/2019.12.12.874008,Dec 2019,205,4,46
10.1101/2019.12.12.874008,Jan 2020,27,9,13
10.1101/2019.12.12.874008,Feb 2020,33,18,11
10.1101/2019.12.12.874008,Mar 2020,18,7,12
10.1101/2019.12.12.874008,Apr 2020,7,3,10
10.1101/2019.12.12.874016,Dec 2019,441,5,74
10.1101/2019.12.12.874016,Jan 2020,62,12,14
10.1101/2019.12.12.874016,Feb 2020,36,22,12
10.1101/2019.12.12.874016,Mar 2020,37,8,15
10.1101/2019.12.12.874016,Apr 2020,31,26,11
10.1101/2019.12.12.874032,Dec 2019,460,13,82
10.1101/2019.12.12.874032,Jan 2020,149,12,28
10.1101/2019.12.12.874032,Feb 2020,80,23,11
10.1101/2019.12.12.874032,Mar 2020,41,19,21
10.1101/2019.12.12.874032,Apr 2020,27,14,22
10.1101/2019.12.12.874081,Dec 2019,1130,73,379
10.1101/2019.12.12.874081,Jan 2020,519,104,233
10.1101/2019.12.12.874081,Feb 2020,209,83,90
10.1101/2019.12.12.874081,Mar 2020,172,64,59
10.1101/2019.12.12.874081,Apr 2020,253,74,123
10.1101/2019.12.12.874107,Dec 2019,444,12,125
10.1101/2019.12.12.874107,Jan 2020,85,42,46
10.1101/2019.12.12.874107,Feb 2020,82,25,38
10.1101/2019.12.12.874107,Mar 2020,69,11,26
10.1101/2019.12.12.874107,Apr 2020,26,20,27
10.1101/2019.12.12.874115,Dec 2019,566,7,114
10.1101/2019.12.12.874115,Jan 2020,59,11,35
10.1101/2019.12.12.874115,Feb 2020,73,27,39
10.1101/2019.12.12.874115,Mar 2020,40,13,17
10.1101/2019.12.12.874115,Apr 2020,11,11,10
10.1101/2019.12.12.874123,Dec 2019,880,6,160
10.1101/2019.12.12.874123,Jan 2020,237,30,85
10.1101/2019.12.12.874123,Feb 2020,107,44,32
10.1101/2019.12.12.874123,Mar 2020,92,20,30
10.1101/2019.12.12.874123,Apr 2020,43,12,21
10.1101/2019.12.12.874149,Dec 2019,518,9,71
10.1101/2019.12.12.874149,Jan 2020,46,12,18
10.1101/2019.12.12.874149,Feb 2020,69,28,28
10.1101/2019.12.12.874149,Mar 2020,40,13,13
10.1101/2019.12.12.874149,Apr 2020,26,6,21
10.1101/2019.12.12.874164,Dec 2019,267,3,50
10.1101/2019.12.12.874164,Jan 2020,30,14,17
10.1101/2019.12.12.874164,Feb 2020,32,31,13
10.1101/2019.12.12.874164,Mar 2020,28,16,14
10.1101/2019.12.12.874164,Apr 2020,13,10,13
10.1101/2019.12.12.874172,Dec 2019,2430,13,481
10.1101/2019.12.12.874172,Jan 2020,1184,26,126
10.1101/2019.12.12.874172,Feb 2020,261,34,58
10.1101/2019.12.12.874172,Mar 2020,305,22,116
10.1101/2019.12.12.874172,Apr 2020,102,11,66
10.1101/2019.12.12.874198,Dec 2019,366,6,83
10.1101/2019.12.12.874198,Jan 2020,389,31,56
10.1101/2019.12.12.874198,Feb 2020,90,33,26
10.1101/2019.12.12.874198,Mar 2020,68,39,25
10.1101/2019.12.12.874198,Apr 2020,26,15,17
10.1101/2019.12.12.874206,Dec 2019,581,10,105
10.1101/2019.12.12.874206,Jan 2020,47,8,28
10.1101/2019.12.12.874206,Feb 2020,40,17,14
10.1101/2019.12.12.874206,Mar 2020,38,14,16
10.1101/2019.12.12.874206,Apr 2020,28,9,10
10.1101/2019.12.12.874214,Dec 2019,359,4,87
10.1101/2019.12.12.874214,Jan 2020,49,12,21
10.1101/2019.12.12.874214,Feb 2020,64,29,17
10.1101/2019.12.12.874214,Mar 2020,74,12,48
10.1101/2019.12.12.874214,Apr 2020,64,4,23
10.1101/2019.12.12.874222,Dec 2019,236,8,73
10.1101/2019.12.12.874222,Jan 2020,54,24,32
10.1101/2019.12.12.874222,Feb 2020,40,21,11
10.1101/2019.12.12.874222,Mar 2020,28,23,18
10.1101/2019.12.12.874222,Apr 2020,12,29,18
10.1101/2019.12.12.874230,Dec 2019,268,6,72
10.1101/2019.12.12.874230,Jan 2020,66,28,96
10.1101/2019.12.12.874230,Feb 2020,62,49,48
10.1101/2019.12.12.874230,Mar 2020,33,29,27
10.1101/2019.12.12.874230,Apr 2020,20,38,34
10.1101/2019.12.12.874248,Dec 2019,695,13,160
10.1101/2019.12.12.874248,Jan 2020,430,25,113
10.1101/2019.12.12.874248,Feb 2020,212,96,77
10.1101/2019.12.12.874248,Mar 2020,124,72,37
10.1101/2019.12.12.874248,Apr 2020,54,60,45
10.1101/2019.12.12.874271,Dec 2019,387,3,59
10.1101/2019.12.12.874271,Jan 2020,28,8,12
10.1101/2019.12.12.874271,Feb 2020,38,17,11
10.1101/2019.12.12.874271,Mar 2020,23,10,9
10.1101/2019.12.12.874271,Apr 2020,18,4,9
10.1101/2019.12.12.874289,Dec 2019,432,11,74
10.1101/2019.12.12.874289,Jan 2020,53,11,17
10.1101/2019.12.12.874289,Feb 2020,42,19,8
10.1101/2019.12.12.874289,Mar 2020,51,8,21
10.1101/2019.12.12.874289,Apr 2020,21,7,12
10.1101/2019.12.12.874297,Dec 2019,464,16,88
10.1101/2019.12.12.874297,Jan 2020,74,36,28
10.1101/2019.12.12.874297,Feb 2020,53,44,27
10.1101/2019.12.12.874297,Mar 2020,38,33,22
10.1101/2019.12.12.874297,Apr 2020,20,17,23
10.1101/2019.12.12.874305,Dec 2019,363,6,95
10.1101/2019.12.12.874305,Jan 2020,63,17,22
10.1101/2019.12.12.874305,Feb 2020,50,34,30
10.1101/2019.12.12.874305,Mar 2020,37,30,13
10.1101/2019.12.12.874305,Apr 2020,34,37,22
10.1101/2019.12.12.874313,Dec 2019,383,19,106
10.1101/2019.12.12.874313,Jan 2020,53,10,28
10.1101/2019.12.12.874313,Feb 2020,35,15,12
10.1101/2019.12.12.874313,Mar 2020,25,11,23
10.1101/2019.12.12.874313,Apr 2020,11,3,28
10.1101/2019.12.12.874321,Dec 2019,763,17,134
10.1101/2019.12.12.874321,Jan 2020,113,31,32
10.1101/2019.12.12.874321,Feb 2020,87,38,24
10.1101/2019.12.12.874321,Mar 2020,94,25,22
10.1101/2019.12.12.874321,Apr 2020,51,10,20
10.1101/2019.12.12.874354,Dec 2019,994,11,255
10.1101/2019.12.12.874354,Jan 2020,268,21,87
10.1101/2019.12.12.874354,Feb 2020,244,46,50
10.1101/2019.12.12.874354,Mar 2020,185,37,40
10.1101/2019.12.12.874354,Apr 2020,123,20,45
10.1101/2019.12.12.874396,Dec 2019,477,3,75
10.1101/2019.12.12.874396,Jan 2020,86,14,16
10.1101/2019.12.12.874396,Feb 2020,47,31,24
10.1101/2019.12.12.874396,Mar 2020,35,12,10
10.1101/2019.12.12.874396,Apr 2020,15,7,13
10.1101/2019.12.12.874404,Dec 2019,567,13,141
10.1101/2019.12.12.874404,Jan 2020,151,22,33
10.1101/2019.12.12.874404,Feb 2020,85,39,49
10.1101/2019.12.12.874404,Mar 2020,40,12,18
10.1101/2019.12.12.874404,Apr 2020,22,4,22
10.1101/2019.12.12.874412,Dec 2019,245,2,53
10.1101/2019.12.12.874412,Jan 2020,25,6,11
10.1101/2019.12.12.874412,Feb 2020,36,15,7
10.1101/2019.12.12.874412,Mar 2020,29,8,8
10.1101/2019.12.12.874412,Apr 2020,12,4,11
10.1101/2019.12.12.874446,Dec 2019,329,4,48
10.1101/2019.12.12.874446,Jan 2020,67,12,33
10.1101/2019.12.12.874446,Feb 2020,48,22,8
10.1101/2019.12.12.874446,Mar 2020,38,8,11
10.1101/2019.12.12.874446,Apr 2020,22,6,10
10.1101/2019.12.12.874461,Dec 2019,572,6,154
10.1101/2019.12.12.874461,Jan 2020,193,31,51
10.1101/2019.12.12.874461,Feb 2020,114,45,41
10.1101/2019.12.12.874461,Mar 2020,58,43,32
10.1101/2019.12.12.874461,Apr 2020,43,21,29
10.1101/2019.12.12.874479,Dec 2019,504,10,127
10.1101/2019.12.12.874479,Jan 2020,427,35,143
10.1101/2019.12.12.874479,Feb 2020,100,59,43
10.1101/2019.12.12.874479,Mar 2020,80,32,36
10.1101/2019.12.12.874479,Apr 2020,92,44,43
10.1101/2019.12.12.874503,Dec 2019,634,7,101
10.1101/2019.12.12.874503,Jan 2020,100,15,35
10.1101/2019.12.12.874503,Feb 2020,91,16,38
10.1101/2019.12.12.874503,Mar 2020,71,15,27
10.1101/2019.12.12.874503,Apr 2020,29,2,16
10.1101/2019.12.12.874511,Dec 2019,565,6,103
10.1101/2019.12.12.874511,Jan 2020,68,16,17
10.1101/2019.12.12.874511,Feb 2020,50,30,91
10.1101/2019.12.12.874511,Mar 2020,33,13,10
10.1101/2019.12.12.874511,Apr 2020,26,4,14
10.1101/2019.12.12.874529,Dec 2019,554,15,119
10.1101/2019.12.12.874529,Jan 2020,72,15,29
10.1101/2019.12.12.874529,Feb 2020,113,22,20
10.1101/2019.12.12.874529,Mar 2020,48,13,16
10.1101/2019.12.12.874529,Apr 2020,26,6,21
10.1101/2019.12.12.874578,Dec 2019,765,19,254
10.1101/2019.12.12.874578,Jan 2020,148,33,80
10.1101/2019.12.12.874578,Feb 2020,140,64,85
10.1101/2019.12.12.874578,Mar 2020,78,61,69
10.1101/2019.12.12.874578,Apr 2020,81,29,81
10.1101/2019.12.12.874586,Dec 2019,2119,26,470
10.1101/2019.12.12.874586,Jan 2020,274,29,107
10.1101/2019.12.12.874586,Feb 2020,207,23,84
10.1101/2019.12.12.874586,Mar 2020,196,34,114
10.1101/2019.12.12.874586,Apr 2020,145,37,76
10.1101/2019.12.12.874594,Dec 2019,349,2,71
10.1101/2019.12.12.874594,Jan 2020,284,8,71
10.1101/2019.12.12.874594,Feb 2020,83,27,36
10.1101/2019.12.12.874594,Mar 2020,79,23,25
10.1101/2019.12.12.874594,Apr 2020,29,18,24
10.1101/2019.12.12.874602,Dec 2019,395,15,129
10.1101/2019.12.12.874602,Jan 2020,85,29,35
10.1101/2019.12.12.874602,Feb 2020,63,69,35
10.1101/2019.12.12.874602,Mar 2020,55,33,38
10.1101/2019.12.12.874602,Apr 2020,38,53,77
10.1101/2019.12.12.874628,Dec 2019,815,6,132
10.1101/2019.12.12.874628,Jan 2020,85,18,27
10.1101/2019.12.12.874628,Feb 2020,77,39,11
10.1101/2019.12.12.874628,Mar 2020,67,26,19
10.1101/2019.12.12.874628,Apr 2020,38,5,20
10.1101/2019.12.12.874636,Dec 2019,387,4,62
10.1101/2019.12.12.874636,Jan 2020,75,23,50
10.1101/2019.12.12.874636,Feb 2020,77,41,17
10.1101/2019.12.12.874636,Mar 2020,38,34,17
10.1101/2019.12.12.874636,Apr 2020,22,14,23
10.1101/2019.12.12.874644,Dec 2019,325,7,82
10.1101/2019.12.12.874644,Jan 2020,71,20,34
10.1101/2019.12.12.874644,Feb 2020,96,75,37
10.1101/2019.12.12.874644,Mar 2020,58,34,17
10.1101/2019.12.12.874644,Apr 2020,39,31,22
10.1101/2019.12.12.874677,Dec 2019,597,9,122
10.1101/2019.12.12.874677,Jan 2020,59,12,37
10.1101/2019.12.12.874677,Feb 2020,73,17,15
10.1101/2019.12.12.874677,Mar 2020,33,9,19
10.1101/2019.12.12.874677,Apr 2020,26,11,20
10.1101/2019.12.12.874685,Dec 2019,1162,23,259
10.1101/2019.12.12.874685,Jan 2020,182,38,91
10.1101/2019.12.12.874685,Feb 2020,165,40,51
10.1101/2019.12.12.874685,Mar 2020,99,43,44
10.1101/2019.12.12.874685,Apr 2020,92,54,49
10.1101/2019.12.12.874701,Dec 2019,1047,22,279
10.1101/2019.12.12.874701,Jan 2020,306,77,103
10.1101/2019.12.12.874701,Feb 2020,122,42,75
10.1101/2019.12.12.874701,Mar 2020,143,63,70
10.1101/2019.12.12.874701,Apr 2020,142,19,76
10.1101/2019.12.12.874719,Dec 2019,465,8,104
10.1101/2019.12.12.874719,Jan 2020,117,29,37
10.1101/2019.12.12.874719,Feb 2020,88,72,27
10.1101/2019.12.12.874719,Mar 2020,41,43,17
10.1101/2019.12.12.874719,Apr 2020,38,52,29
10.1101/2019.12.12.874727,Dec 2019,966,17,167
10.1101/2019.12.12.874727,Jan 2020,180,55,76
10.1101/2019.12.12.874727,Feb 2020,89,69,45
10.1101/2019.12.12.874727,Mar 2020,123,79,41
10.1101/2019.12.12.874727,Apr 2020,55,90,41
10.1101/2019.12.12.874735,Dec 2019,391,10,95
10.1101/2019.12.12.874735,Jan 2020,40,21,23
10.1101/2019.12.12.874735,Feb 2020,50,25,11
10.1101/2019.12.12.874735,Mar 2020,50,38,11
10.1101/2019.12.12.874735,Apr 2020,30,41,24
10.1101/2019.12.12.874784,Dec 2019,286,4,73
10.1101/2019.12.12.874784,Jan 2020,41,13,36
10.1101/2019.12.12.874784,Feb 2020,43,24,20
10.1101/2019.12.12.874784,Mar 2020,35,17,14
10.1101/2019.12.12.874784,Apr 2020,20,17,25
10.1101/2019.12.12.874792,Dec 2019,1504,21,343
10.1101/2019.12.12.874792,Jan 2020,228,22,86
10.1101/2019.12.12.874792,Feb 2020,96,19,75
10.1101/2019.12.12.874792,Mar 2020,89,25,79
10.1101/2019.12.12.874792,Apr 2020,51,6,74
10.1101/2019.12.12.874818,Dec 2019,492,8,121
10.1101/2019.12.12.874818,Jan 2020,59,17,28
10.1101/2019.12.12.874818,Feb 2020,403,36,98
10.1101/2019.12.12.874818,Mar 2020,70,77,56
10.1101/2019.12.12.874818,Apr 2020,37,46,36
10.1101/2019.12.12.874826,Dec 2019,580,4,110
10.1101/2019.12.12.874826,Jan 2020,70,17,29
10.1101/2019.12.12.874826,Feb 2020,128,32,26
10.1101/2019.12.12.874826,Mar 2020,46,19,12
10.1101/2019.12.12.874826,Apr 2020,33,22,24
10.1101/2019.12.12.874859,Dec 2019,579,7,151
10.1101/2019.12.12.874859,Jan 2020,55,8,47
10.1101/2019.12.12.874859,Feb 2020,42,18,18
10.1101/2019.12.12.874859,Mar 2020,41,25,14
10.1101/2019.12.12.874859,Apr 2020,25,9,12
10.1101/2019.12.12.874891,Dec 2019,459,5,137
10.1101/2019.12.12.874891,Jan 2020,99,10,38
10.1101/2019.12.12.874891,Feb 2020,47,16,15
10.1101/2019.12.12.874891,Mar 2020,44,9,25
10.1101/2019.12.12.874891,Apr 2020,22,2,22
10.1101/2019.12.12.874917,Dec 2019,402,4,98
10.1101/2019.12.12.874917,Jan 2020,193,17,36
10.1101/2019.12.12.874917,Feb 2020,93,31,28
10.1101/2019.12.12.874917,Mar 2020,45,13,11
10.1101/2019.12.12.874917,Apr 2020,24,3,17
10.1101/2019.12.12.874925,Dec 2019,1640,39,456
10.1101/2019.12.12.874925,Jan 2020,168,27,84
10.1101/2019.12.12.874925,Feb 2020,70,27,35
10.1101/2019.12.12.874925,Mar 2020,34,14,14
10.1101/2019.12.12.874925,Apr 2020,56,11,34
10.1101/2019.12.12.874933,Dec 2019,673,13,134
10.1101/2019.12.12.874933,Jan 2020,83,26,36
10.1101/2019.12.12.874933,Feb 2020,111,21,16
10.1101/2019.12.12.874933,Mar 2020,113,20,16
10.1101/2019.12.12.874933,Apr 2020,50,18,22
10.1101/2019.12.12.874966,Dec 2019,587,NA,106
10.1101/2019.12.12.874966,Jan 2020,73,NA,18
10.1101/2019.12.12.874966,Feb 2020,44,NA,14
10.1101/2019.12.12.874966,Mar 2020,41,NA,13
10.1101/2019.12.12.874966,Apr 2020,42,NA,21
10.1101/2019.12.12.874974,Dec 2019,469,4,97
10.1101/2019.12.12.874974,Jan 2020,95,12,32
10.1101/2019.12.12.874974,Feb 2020,59,19,22
10.1101/2019.12.12.874974,Mar 2020,73,13,32
10.1101/2019.12.12.874974,Apr 2020,157,17,52
10.1101/2019.12.12.874990,Dec 2019,339,5,69
10.1101/2019.12.12.874990,Jan 2020,52,13,27
10.1101/2019.12.12.874990,Feb 2020,53,20,16
10.1101/2019.12.12.874990,Mar 2020,70,13,17
10.1101/2019.12.12.874990,Apr 2020,43,12,14
10.1101/2019.12.13.862466,Dec 2019,201,4,53
10.1101/2019.12.13.862466,Jan 2020,72,11,35
10.1101/2019.12.13.862466,Feb 2020,57,14,22
10.1101/2019.12.13.862466,Mar 2020,48,14,33
10.1101/2019.12.13.862466,Apr 2020,23,2,21
10.1101/2019.12.13.862532,Dec 2019,1269,12,221
10.1101/2019.12.13.862532,Jan 2020,149,22,62
10.1101/2019.12.13.862532,Feb 2020,94,26,43
10.1101/2019.12.13.862532,Mar 2020,295,22,76
10.1101/2019.12.13.862532,Apr 2020,122,25,74
10.1101/2019.12.13.867358,Dec 2019,1494,29,435
10.1101/2019.12.13.867358,Jan 2020,304,81,165
10.1101/2019.12.13.867358,Feb 2020,133,68,47
10.1101/2019.12.13.867358,Mar 2020,129,46,57
10.1101/2019.12.13.867358,Apr 2020,119,25,99
10.1101/2019.12.13.870220,Dec 2019,348,10,88
10.1101/2019.12.13.870220,Jan 2020,85,20,51
10.1101/2019.12.13.870220,Feb 2020,89,37,51
10.1101/2019.12.13.870220,Mar 2020,55,32,36
10.1101/2019.12.13.870220,Apr 2020,61,20,40
10.1101/2019.12.13.871558,Dec 2019,417,6,103
10.1101/2019.12.13.871558,Jan 2020,57,8,16
10.1101/2019.12.13.871558,Feb 2020,45,21,15
10.1101/2019.12.13.871558,Mar 2020,45,16,23
10.1101/2019.12.13.871558,Apr 2020,17,7,13
10.1101/2019.12.13.871723,Dec 2019,388,5,82
10.1101/2019.12.13.871723,Jan 2020,47,10,24
10.1101/2019.12.13.871723,Feb 2020,45,18,21
10.1101/2019.12.13.871723,Mar 2020,43,17,19
10.1101/2019.12.13.871723,Apr 2020,30,4,23
10.1101/2019.12.13.871830,Dec 2019,624,11,163
10.1101/2019.12.13.871830,Jan 2020,106,22,25
10.1101/2019.12.13.871830,Feb 2020,83,35,25
10.1101/2019.12.13.871830,Mar 2020,71,22,20
10.1101/2019.12.13.871830,Apr 2020,32,12,34
10.1101/2019.12.13.872499,Dec 2019,379,3,60
10.1101/2019.12.13.872499,Jan 2020,52,7,17
10.1101/2019.12.13.872499,Feb 2020,39,17,26
10.1101/2019.12.13.872499,Mar 2020,41,9,15
10.1101/2019.12.13.872499,Apr 2020,26,3,18
10.1101/2019.12.13.872820,Dec 2019,638,6,239
10.1101/2019.12.13.872820,Jan 2020,109,12,31
10.1101/2019.12.13.872820,Feb 2020,625,44,180
10.1101/2019.12.13.872820,Mar 2020,118,35,35
10.1101/2019.12.13.872820,Apr 2020,44,8,23
10.1101/2019.12.13.873612,Dec 2019,557,7,88
10.1101/2019.12.13.873612,Jan 2020,64,48,34
10.1101/2019.12.13.873612,Feb 2020,50,129,25
10.1101/2019.12.13.873612,Mar 2020,50,68,35
10.1101/2019.12.13.873612,Apr 2020,24,29,13
10.1101/2019.12.13.874339,Dec 2019,442,4,89
10.1101/2019.12.13.874339,Jan 2020,80,21,32
10.1101/2019.12.13.874339,Feb 2020,76,30,25
10.1101/2019.12.13.874339,Mar 2020,52,34,16
10.1101/2019.12.13.874339,Apr 2020,39,15,23
10.1101/2019.12.13.874347,Dec 2019,918,26,227
10.1101/2019.12.13.874347,Jan 2020,80,13,42
10.1101/2019.12.13.874347,Feb 2020,60,22,34
10.1101/2019.12.13.874347,Mar 2020,64,10,24
10.1101/2019.12.13.874347,Apr 2020,39,11,20
10.1101/2019.12.13.874362,Dec 2019,449,18,125
10.1101/2019.12.13.874362,Jan 2020,87,26,45
10.1101/2019.12.13.874362,Feb 2020,59,23,29
10.1101/2019.12.13.874362,Mar 2020,61,14,18
10.1101/2019.12.13.874362,Apr 2020,39,8,23
10.1101/2019.12.13.874420,Dec 2019,481,10,69
10.1101/2019.12.13.874420,Jan 2020,63,18,19
10.1101/2019.12.13.874420,Feb 2020,68,19,13
10.1101/2019.12.13.874420,Mar 2020,59,49,11
10.1101/2019.12.13.874420,Apr 2020,30,55,15
10.1101/2019.12.13.874495,Dec 2019,2225,97,785
10.1101/2019.12.13.874495,Jan 2020,867,105,342
10.1101/2019.12.13.874495,Feb 2020,424,84,456
10.1101/2019.12.13.874495,Mar 2020,298,30,246
10.1101/2019.12.13.874495,Apr 2020,236,34,193
10.1101/2019.12.13.874545,Dec 2019,467,9,111
10.1101/2019.12.13.874545,Jan 2020,57,21,31
10.1101/2019.12.13.874545,Feb 2020,55,28,25
10.1101/2019.12.13.874545,Mar 2020,31,26,22
10.1101/2019.12.13.874545,Apr 2020,16,11,12
10.1101/2019.12.13.874651,Dec 2019,548,2,88
10.1101/2019.12.13.874651,Jan 2020,63,8,19
10.1101/2019.12.13.874651,Feb 2020,46,25,25
10.1101/2019.12.13.874651,Mar 2020,33,13,10
10.1101/2019.12.13.874651,Apr 2020,22,4,14
10.1101/2019.12.13.874669,Dec 2019,487,9,97
10.1101/2019.12.13.874669,Jan 2020,396,38,81
10.1101/2019.12.13.874669,Feb 2020,106,52,43
10.1101/2019.12.13.874669,Mar 2020,99,39,32
10.1101/2019.12.13.874669,Apr 2020,82,56,92
10.1101/2019.12.13.874743,Dec 2019,339,5,54
10.1101/2019.12.13.874743,Jan 2020,43,8,13
10.1101/2019.12.13.874743,Feb 2020,38,18,11
10.1101/2019.12.13.874743,Mar 2020,26,9,11
10.1101/2019.12.13.874743,Apr 2020,17,9,10
10.1101/2019.12.13.874776,Dec 2019,975,16,313
10.1101/2019.12.13.874776,Jan 2020,425,85,176
10.1101/2019.12.13.874776,Feb 2020,133,85,35
10.1101/2019.12.13.874776,Mar 2020,132,163,77
10.1101/2019.12.13.874776,Apr 2020,123,250,122
10.1101/2019.12.13.874883,Dec 2019,358,2,87
10.1101/2019.12.13.874883,Jan 2020,67,8,24
10.1101/2019.12.13.874883,Feb 2020,55,19,18
10.1101/2019.12.13.874883,Mar 2020,40,11,13
10.1101/2019.12.13.874883,Apr 2020,19,7,13
10.1101/2019.12.13.874909,Dec 2019,587,5,77
10.1101/2019.12.13.874909,Jan 2020,57,8,24
10.1101/2019.12.13.874909,Feb 2020,50,20,15
10.1101/2019.12.13.874909,Mar 2020,39,8,12
10.1101/2019.12.13.874909,Apr 2020,16,5,15
10.1101/2019.12.13.875005,Dec 2019,539,43,80
10.1101/2019.12.13.875005,Jan 2020,60,33,10
10.1101/2019.12.13.875005,Feb 2020,37,20,8
10.1101/2019.12.13.875005,Mar 2020,28,13,13
10.1101/2019.12.13.875005,Apr 2020,21,24,14
10.1101/2019.12.13.875013,Dec 2019,368,17,66
10.1101/2019.12.13.875013,Jan 2020,75,40,17
10.1101/2019.12.13.875013,Feb 2020,37,34,11
10.1101/2019.12.13.875013,Mar 2020,51,36,13
10.1101/2019.12.13.875013,Apr 2020,24,28,15
10.1101/2019.12.13.875021,Dec 2019,594,2,78
10.1101/2019.12.13.875021,Jan 2020,77,6,29
10.1101/2019.12.13.875021,Feb 2020,63,22,35
10.1101/2019.12.13.875021,Mar 2020,52,9,43
10.1101/2019.12.13.875021,Apr 2020,27,3,47
10.1101/2019.12.13.875062,Dec 2019,330,7,64
10.1101/2019.12.13.875062,Jan 2020,46,16,23
