doi,comments_count
10.1101/2020.01.20.912949,0
10.1101/2020.01.20.912956,0
10.1101/2020.01.20.912964,0
10.1101/2020.01.20.912972,0
10.1101/2020.01.20.912980,0
10.1101/2020.01.20.912998,0
10.1101/2020.01.20.913012,0
10.1101/2020.01.20.913020,0
10.1101/2020.01.20.913038,0
10.1101/2020.01.20.913046,0
10.1101/2020.01.20.913111,0
10.1101/2020.01.20.913129,0
10.1101/2020.01.20.913145,0
10.1101/2020.01.20.913160,0
10.1101/2020.01.20.913178,0
10.1101/2020.01.20.913186,0
10.1101/2020.01.20.913194,0
10.1101/2020.01.20.913202,1
10.1101/2020.01.20.913210,0
10.1101/2020.01.20.913228,0
10.1101/2020.01.20.913236,0
10.1101/2020.01.20.913277,0
10.1101/2020.01.20.913293,0
10.1101/2020.01.20.913319,4
10.1101/2020.01.20.913327,0
10.1101/2020.01.20.913335,0
10.1101/2020.01.20.913343,0
10.1101/2020.01.20.913350,0
10.1101/2020.01.20.913368,2
10.1101/2020.01.20.913376,2
10.1101/2020.01.20.913384,0
10.1101/2020.01.20.913392,0
10.1101/2020.01.20.913426,0
10.1101/2020.01.21.20017988,0
10.1101/2020.01.21.20018101,0
10.1101/2020.01.21.20018317,0
10.1101/2020.01.21.20018325,0
10.1101/2020.01.21.20018333,0
10.1101/2020.01.21.20018341,0
10.1101/2020.01.21.20018358,0
10.1101/2020.01.21.855627,0
10.1101/2020.01.21.899930,0
10.1101/2020.01.21.901348,0
10.1101/2020.01.21.901744,0
10.1101/2020.01.21.906073,0
10.1101/2020.01.21.906156,0
10.1101/2020.01.21.907691,0
10.1101/2020.01.21.908897,0
10.1101/2020.01.21.909887,0
10.1101/2020.01.21.911545,0
10.1101/2020.01.21.911859,7
10.1101/2020.01.21.912089,0
10.1101/2020.01.21.912345,0
10.1101/2020.01.21.912428,0
10.1101/2020.01.21.912600,0
10.1101/2020.01.21.912857,0
10.1101/2020.01.21.912907,0
10.1101/2020.01.21.912923,0
10.1101/2020.01.21.913053,0
10.1101/2020.01.21.913079,0
10.1101/2020.01.21.913103,0
10.1101/2020.01.21.913152,0
10.1101/2020.01.21.913418,0
10.1101/2020.01.21.913467,0
10.1101/2020.01.21.913475,0
10.1101/2020.01.21.913483,0
10.1101/2020.01.21.913558,0
10.1101/2020.01.21.913566,0
10.1101/2020.01.21.913582,0
10.1101/2020.01.21.913590,0
10.1101/2020.01.21.913608,0
10.1101/2020.01.21.913624,0
10.1101/2020.01.21.913632,1
10.1101/2020.01.21.913640,0
10.1101/2020.01.21.913673,0
10.1101/2020.01.21.913681,0
10.1101/2020.01.21.913699,0
10.1101/2020.01.21.913707,0
10.1101/2020.01.21.913715,0
10.1101/2020.01.21.913723,0
10.1101/2020.01.21.913731,0
10.1101/2020.01.21.913749,0
10.1101/2020.01.21.913764,3
10.1101/2020.01.21.913772,0
10.1101/2020.01.21.913806,0
10.1101/2020.01.21.913814,0
10.1101/2020.01.21.913822,0
10.1101/2020.01.21.913830,0
10.1101/2020.01.21.913848,0
10.1101/2020.01.21.913855,0
10.1101/2020.01.21.913863,0
10.1101/2020.01.21.913905,0
10.1101/2020.01.21.913913,0
10.1101/2020.01.21.913954,0
10.1101/2020.01.21.913962,0
10.1101/2020.01.21.913970,0
10.1101/2020.01.21.914002,0
10.1101/2020.01.21.914010,0
10.1101/2020.01.21.914036,0
10.1101/2020.01.21.914044,1
10.1101/2020.01.21.914069,0
10.1101/2020.01.21.914077,0
10.1101/2020.01.21.914093,0
10.1101/2020.01.21.914127,0
10.1101/2020.01.21.914135,0
10.1101/2020.01.21.914168,0
10.1101/2020.01.21.914176,0
10.1101/2020.01.21.914200,0
10.1101/2020.01.21.914234,0
10.1101/2020.01.21.914242,0
10.1101/2020.01.21.914259,0
10.1101/2020.01.21.914283,0
10.1101/2020.01.21.914317,0
10.1101/2020.01.21.914325,0
10.1101/2020.01.21.914333,0
10.1101/2020.01.21.914341,0
10.1101/2020.01.21.914382,0
10.1101/2020.01.21.914390,1
10.1101/2020.01.21.914424,0
10.1101/2020.01.21.914432,0
10.1101/2020.01.21.914440,0
10.1101/2020.01.21.914465,0
10.1101/2020.01.21.914507,0
10.1101/2020.01.21.914515,0
10.1101/2020.01.21.914523,0
10.1101/2020.01.21.914531,0
10.1101/2020.01.21.914549,0
10.1101/2020.01.21.914556,0
10.1101/2020.01.21.914572,0
10.1101/2020.01.21.914598,0
10.1101/2020.01.21.914606,0
10.1101/2020.01.21.914648,0
10.1101/2020.01.21.914655,0
10.1101/2020.01.21.914663,0
10.1101/2020.01.21.914671,0
10.1101/2020.01.21.914697,0
10.1101/2020.01.21.914713,0
10.1101/2020.01.21.914721,0
10.1101/2020.01.21.914754,0
10.1101/2020.01.21.914762,0
10.1101/2020.01.21.914770,0
10.1101/2020.01.21.914788,0
10.1101/2020.01.21.914804,0
10.1101/2020.01.21.914812,0
10.1101/2020.01.21.914820,0
10.1101/2020.01.21.914838,0
10.1101/2020.01.21.914846,0
10.1101/2020.01.21.914887,0
10.1101/2020.01.21.914895,0
10.1101/2020.01.21.914903,0
10.1101/2020.01.21.914929,0
10.1101/2020.01.22.20017392,0
10.1101/2020.01.22.20017624,0
10.1101/2020.01.22.20017962,0
10.1101/2020.01.22.20018374,2
10.1101/2020.01.22.20018382,0
10.1101/2020.01.22.20018390,0
10.1101/2020.01.22.20018408,1
10.1101/2020.01.22.20018416,1
10.1101/2020.01.22.20018424,0
10.1101/2020.01.22.20018440,0
10.1101/2020.01.22.20018457,0
10.1101/2020.01.22.20018499,0
10.1101/2020.01.22.905695,0
10.1101/2020.01.22.907055,0
10.1101/2020.01.22.908038,0
10.1101/2020.01.22.909879,0
10.1101/2020.01.22.911875,0
10.1101/2020.01.22.912022,0
10.1101/2020.01.22.913137,0
10.1101/2020.01.22.913244,0
10.1101/2020.01.22.913251,0
10.1101/2020.01.22.914051,0
10.1101/2020.01.22.914143,0
10.1101/2020.01.22.914184,0
10.1101/2020.01.22.914192,0
10.1101/2020.01.22.914358,0
10.1101/2020.01.22.914366,0
10.1101/2020.01.22.914473,0
10.1101/2020.01.22.914580,0
10.1101/2020.01.22.914614,0
10.1101/2020.01.22.914689,0
10.1101/2020.01.22.914705,0
10.1101/2020.01.22.914739,0
10.1101/2020.01.22.914853,0
10.1101/2020.01.22.914952,27
10.1101/2020.01.22.914994,3
10.1101/2020.01.22.915009,0
10.1101/2020.01.22.915017,0
10.1101/2020.01.22.915025,0
10.1101/2020.01.22.915033,0
10.1101/2020.01.22.915041,0
10.1101/2020.01.22.915066,1
10.1101/2020.01.22.915074,0
10.1101/2020.01.22.915082,0
10.1101/2020.01.22.915090,0
10.1101/2020.01.22.915108,0
10.1101/2020.01.22.915132,0
10.1101/2020.01.22.915140,0
10.1101/2020.01.22.915165,0
10.1101/2020.01.22.915173,1
10.1101/2020.01.22.915181,0
10.1101/2020.01.22.915199,0
10.1101/2020.01.22.915215,0
10.1101/2020.01.22.915231,0
10.1101/2020.01.22.915249,0
10.1101/2020.01.22.915256,0
10.1101/2020.01.22.915272,0
10.1101/2020.01.22.915280,0
10.1101/2020.01.22.915298,0
10.1101/2020.01.22.915306,0
10.1101/2020.01.22.915314,0
10.1101/2020.01.22.915322,0
10.1101/2020.01.22.915330,0
10.1101/2020.01.22.915348,0
10.1101/2020.01.22.915355,0
10.1101/2020.01.22.915363,0
10.1101/2020.01.22.915389,0
10.1101/2020.01.22.915397,0
10.1101/2020.01.22.915421,0
10.1101/2020.01.22.915454,0
10.1101/2020.01.22.915496,0
10.1101/2020.01.22.915512,0
10.1101/2020.01.22.915520,0
10.1101/2020.01.22.915538,0
10.1101/2020.01.22.915546,0
10.1101/2020.01.22.915553,0
10.1101/2020.01.22.915579,0
10.1101/2020.01.22.915587,0
10.1101/2020.01.22.915595,1
10.1101/2020.01.22.915629,0
10.1101/2020.01.22.915637,1
10.1101/2020.01.22.915652,0
10.1101/2020.01.22.915660,1
10.1101/2020.01.22.915686,0
10.1101/2020.01.22.915702,0
10.1101/2020.01.22.915710,0
10.1101/2020.01.22.915728,0
10.1101/2020.01.22.915736,0
10.1101/2020.01.22.915744,0
10.1101/2020.01.22.915751,1
10.1101/2020.01.22.915777,0
10.1101/2020.01.22.915793,0
10.1101/2020.01.22.915801,0
10.1101/2020.01.22.915819,0
10.1101/2020.01.22.915835,0
10.1101/2020.01.22.915850,0
10.1101/2020.01.22.915876,0
10.1101/2020.01.22.915926,0
10.1101/2020.01.22.915934,0
10.1101/2020.01.22.915942,1
10.1101/2020.01.22.915975,0
10.1101/2020.01.22.915991,0
10.1101/2020.01.22.916007,0
10.1101/2020.01.22.916023,0
10.1101/2020.01.22.916031,0
10.1101/2020.01.22.916064,0
10.1101/2020.01.22.916072,0
10.1101/2020.01.22.916080,0
10.1101/2020.01.22.916106,0
10.1101/2020.01.22.916114,1
10.1101/2020.01.22.916122,0
10.1101/2020.01.22.916130,0
10.1101/2020.01.22.916148,0
10.1101/2020.01.22.916171,0
10.1101/2020.01.22.916189,0
10.1101/2020.01.22.916205,0
10.1101/2020.01.22.916221,0
10.1101/2020.01.22.916239,0
10.1101/2020.01.22.916254,0
10.1101/2020.01.22.916304,0
10.1101/2020.01.22.916312,0
10.1101/2020.01.22.916320,0
10.1101/2020.01.22.916338,0
10.1101/2020.01.22.916346,0
10.1101/2020.01.23.20017566,0
10.1101/2020.01.23.20018507,0
10.1101/2020.01.23.20018523,0
10.1101/2020.01.23.20018549,31
10.1101/2020.01.23.20018556,0
10.1101/2020.01.23.20018580,0
10.1101/2020.01.23.903831,0
10.1101/2020.01.23.904417,0
10.1101/2020.01.23.907634,0
10.1101/2020.01.23.909457,0
10.1101/2020.01.23.911370,0
10.1101/2020.01.23.911966,0
10.1101/2020.01.23.912717,0
10.1101/2020.01.23.914226,0
10.1101/2020.01.23.914481,0
10.1101/2020.01.23.915405,0
10.1101/2020.01.23.915447,0
10.1101/2020.01.23.915868,0
10.1101/2020.01.23.915900,0
10.1101/2020.01.23.915918,0
10.1101/2020.01.23.916049,0
10.1101/2020.01.23.916155,0
10.1101/2020.01.23.916296,0
10.1101/2020.01.23.916361,0
10.1101/2020.01.23.916395,1
10.1101/2020.01.23.916403,0
10.1101/2020.01.23.916429,0
10.1101/2020.01.23.916452,0
10.1101/2020.01.23.916460,0
10.1101/2020.01.23.916502,0
10.1101/2020.01.23.916510,0
10.1101/2020.01.23.916528,0
10.1101/2020.01.23.916536,0
10.1101/2020.01.23.916544,0
10.1101/2020.01.23.916551,0
10.1101/2020.01.23.916569,0
10.1101/2020.01.23.916577,0
10.1101/2020.01.23.916593,0
10.1101/2020.01.23.916601,0
10.1101/2020.01.23.916619,0
10.1101/2020.01.23.916627,0
10.1101/2020.01.23.916635,0
10.1101/2020.01.23.916668,0
10.1101/2020.01.23.916676,0
10.1101/2020.01.23.916718,0
10.1101/2020.01.23.916726,0
10.1101/2020.01.23.916742,0
10.1101/2020.01.23.916767,3
10.1101/2020.01.23.916791,0
10.1101/2020.01.23.916809,0
10.1101/2020.01.23.916817,0
10.1101/2020.01.23.916841,0
10.1101/2020.01.23.916866,0
10.1101/2020.01.23.916890,0
10.1101/2020.01.23.916924,0
10.1101/2020.01.23.916940,0
10.1101/2020.01.23.916973,0
10.1101/2020.01.23.916981,0
10.1101/2020.01.23.917013,0
10.1101/2020.01.23.917021,0
10.1101/2020.01.23.917047,0
10.1101/2020.01.23.917096,0
10.1101/2020.01.23.917187,0
10.1101/2020.01.23.917211,1
10.1101/2020.01.23.917229,0
10.1101/2020.01.23.917237,0
10.1101/2020.01.23.917245,0
10.1101/2020.01.23.917252,0
10.1101/2020.01.23.917286,0
10.1101/2020.01.23.917351,2
10.1101/2020.01.23.917435,0
10.1101/2020.01.23.917443,0
10.1101/2020.01.23.917450,0
10.1101/2020.01.23.917468,0
10.1101/2020.01.23.917484,0
10.1101/2020.01.23.917492,0
10.1101/2020.01.23.917559,1
10.1101/2020.01.23.917625,0
10.1101/2020.01.23.917641,0
10.1101/2020.01.23.917666,0
10.1101/2020.01.23.917682,7
10.1101/2020.01.23.917716,0
10.1101/2020.01.23.917724,0
10.1101/2020.01.23.917757,0
10.1101/2020.01.23.917765,0
10.1101/2020.01.23.917773,0
10.1101/2020.01.23.917781,0
10.1101/2020.01.24.20018481,0
10.1101/2020.01.24.20018515,0
10.1101/2020.01.24.20018622,0
10.1101/2020.01.24.20018648,0
10.1101/2020.01.24.20018663,0
10.1101/2020.01.24.20018697,0
10.1101/2020.01.24.20018705,0
10.1101/2020.01.24.20018713,0
10.1101/2020.01.24.908202,0
10.1101/2020.01.24.910430,0
10.1101/2020.01.24.912329,0
10.1101/2020.01.24.914622,0
10.1101/2020.01.24.915157,0
10.1101/2020.01.24.915645,0
10.1101/2020.01.24.916015,0
10.1101/2020.01.24.916643,0
10.1101/2020.01.24.916650,0
10.1101/2020.01.24.916759,0
10.1101/2020.01.24.916783,0
10.1101/2020.01.24.916858,0
10.1101/2020.01.24.916908,0
10.1101/2020.01.24.916916,0
10.1101/2020.01.24.916932,0
10.1101/2020.01.24.916957,0
10.1101/2020.01.24.917138,0
10.1101/2020.01.24.917146,0
10.1101/2020.01.24.917153,0
10.1101/2020.01.24.917203,0
10.1101/2020.01.24.917260,0
10.1101/2020.01.24.917310,0
10.1101/2020.01.24.917419,0
10.1101/2020.01.24.917575,0
10.1101/2020.01.24.917708,0
10.1101/2020.01.24.917732,0
10.1101/2020.01.24.917799,0
10.1101/2020.01.24.917807,0
10.1101/2020.01.24.917823,0
10.1101/2020.01.24.917849,0
10.1101/2020.01.24.917856,0
10.1101/2020.01.24.917864,0
10.1101/2020.01.24.917872,0
10.1101/2020.01.24.917880,0
10.1101/2020.01.24.917898,0
10.1101/2020.01.24.917906,0
10.1101/2020.01.24.917914,0
10.1101/2020.01.24.917922,0
10.1101/2020.01.24.917930,0
10.1101/2020.01.24.917948,0
10.1101/2020.01.24.917955,0
10.1101/2020.01.24.917963,0
10.1101/2020.01.24.917971,0
10.1101/2020.01.24.917989,0
10.1101/2020.01.24.917997,0
10.1101/2020.01.24.918011,0
10.1101/2020.01.24.918029,0
10.1101/2020.01.24.918078,0
10.1101/2020.01.24.918094,0
10.1101/2020.01.24.918102,0
10.1101/2020.01.24.918144,0
10.1101/2020.01.24.918169,0
10.1101/2020.01.24.918177,0
10.1101/2020.01.24.918185,0
10.1101/2020.01.24.918201,0
10.1101/2020.01.24.918219,0
10.1101/2020.01.24.918227,0
10.1101/2020.01.24.918268,0
10.1101/2020.01.24.918284,0
10.1101/2020.01.24.918300,0
10.1101/2020.01.24.918318,0
10.1101/2020.01.24.918342,1
10.1101/2020.01.24.918367,0
10.1101/2020.01.24.918375,0
10.1101/2020.01.24.918383,0
10.1101/2020.01.24.918417,0
10.1101/2020.01.24.918425,0
10.1101/2020.01.24.918433,0
10.1101/2020.01.24.918458,0
10.1101/2020.01.24.918474,0
10.1101/2020.01.24.918482,0
10.1101/2020.01.24.918490,0
10.1101/2020.01.24.918508,0
10.1101/2020.01.24.918516,0
10.1101/2020.01.24.918524,0
10.1101/2020.01.24.918532,0
10.1101/2020.01.24.918540,0
10.1101/2020.01.24.918557,0
10.1101/2020.01.24.918581,0
10.1101/2020.01.24.918599,0
10.1101/2020.01.24.918607,0
10.1101/2020.01.24.918615,0
10.1101/2020.01.24.918623,0
10.1101/2020.01.24.918649,1
10.1101/2020.01.24.918656,0
10.1101/2020.01.24.918664,0
10.1101/2020.01.24.918672,0
10.1101/2020.01.24.918706,0
10.1101/2020.01.24.918714,0
10.1101/2020.01.24.918722,0
10.1101/2020.01.24.918748,0
10.1101/2020.01.24.918755,1
10.1101/2020.01.24.918805,0
10.1101/2020.01.24.918813,0
10.1101/2020.01.24.918847,0
10.1101/2020.01.24.918862,0
10.1101/2020.01.24.918888,0
10.1101/2020.01.24.918904,0
10.1101/2020.01.24.918920,0
10.1101/2020.01.24.918938,0
10.1101/2020.01.24.918946,0
10.1101/2020.01.24.918953,0
10.1101/2020.01.24.918961,0
10.1101/2020.01.24.918979,0
10.1101/2020.01.24.918995,0
10.1101/2020.01.24.919001,0
10.1101/2020.01.24.919027,0
10.1101/2020.01.24.919035,0
10.1101/2020.01.24.919050,0
10.1101/2020.01.24.919084,0
10.1101/2020.01.24.919092,0
10.1101/2020.01.24.919126,0
10.1101/2020.01.24.919134,0
10.1101/2020.01.24.919142,0
10.1101/2020.01.24.919159,0
10.1101/2020.01.24.919167,0
10.1101/2020.01.24.919175,0
10.1101/2020.01.24.919183,1
10.1101/2020.01.24.919191,0
10.1101/2020.01.24.919217,0
10.1101/2020.01.24.919233,0
10.1101/2020.01.24.919241,0
10.1101/2020.01.24.919274,0
10.1101/2020.01.24.919282,0
10.1101/2020.01.24.919290,0
10.1101/2020.01.24.919308,0
10.1101/2020.01.24.919316,0
10.1101/2020.01.25.19013565,0
10.1101/2020.01.25.19014803,0
10.1101/2020.01.25.20016832,0
10.1101/2020.01.25.20018465,0
10.1101/2020.01.25.20018747,0
10.1101/2020.01.25.20018788,0
10.1101/2020.01.25.20018820,0
10.1101/2020.01.25.915413,0
10.1101/2020.01.25.916874,0
10.1101/2020.01.25.917179,0
10.1101/2020.01.25.917617,0
10.1101/2020.01.25.918136,0
10.1101/2020.01.25.919324,0
10.1101/2020.01.25.919332,0
10.1101/2020.01.25.919340,0
10.1101/2020.01.25.919357,0
10.1101/2020.01.25.919373,0
10.1101/2020.01.25.919381,0
10.1101/2020.01.25.919399,0
10.1101/2020.01.25.919407,0
10.1101/2020.01.25.919415,0
10.1101/2020.01.25.919423,0
10.1101/2020.01.25.919431,0
10.1101/2020.01.25.919464,0
10.1101/2020.01.25.919472,0
10.1101/2020.01.25.919498,0
10.1101/2020.01.25.919506,0
10.1101/2020.01.25.919639,0
10.1101/2020.01.25.919654,0
10.1101/2020.01.25.919670,0
10.1101/2020.01.25.919688,1
10.1101/2020.01.25.919696,0
10.1101/2020.01.25.919712,0
10.1101/2020.01.25.919720,0
10.1101/2020.01.25.919738,0
10.1101/2020.01.25.919761,0
10.1101/2020.01.25.919787,5
10.1101/2020.01.25.919795,1
10.1101/2020.01.25.919811,0
10.1101/2020.01.25.919829,0
10.1101/2020.01.25.919878,0
10.1101/2020.01.25.919902,0
10.1101/2020.01.26.20018754,1
10.1101/2020.01.26.20018796,0
10.1101/2020.01.26.20018887,0
10.1101/2020.01.26.914861,0
10.1101/2020.01.26.917476,0
10.1101/2020.01.26.918771,0
10.1101/2020.01.26.918797,0
10.1101/2020.01.26.919449,0
10.1101/2020.01.26.919753,0
10.1101/2020.01.26.919936,0
10.1101/2020.01.26.919985,44
10.1101/2020.01.26.920058,0
10.1101/2020.01.26.920090,0
10.1101/2020.01.26.920116,0
10.1101/2020.01.26.920124,0
10.1101/2020.01.26.920132,0
10.1101/2020.01.26.920165,0
10.1101/2020.01.26.920173,0
10.1101/2020.01.26.920249,12
10.1101/2020.01.26.920256,0
10.1101/2020.01.26.920280,0
10.1101/2020.01.26.920322,0
10.1101/2020.01.26.920330,0
10.1101/2020.01.26.920348,0
10.1101/2020.01.26.920363,0
10.1101/2020.01.26.920397,0
10.1101/2020.01.26.920405,0
10.1101/2020.01.26.920439,0
10.1101/2020.01.26.920447,0
10.1101/2020.01.26.920454,0
10.1101/2020.01.26.920496,0
10.1101/2020.01.26.920504,0
10.1101/2020.01.26.920512,0
10.1101/2020.01.26.920587,0
10.1101/2020.01.26.920629,1
10.1101/2020.01.26.920637,0
10.1101/2020.01.27.20016725,0
10.1101/2020.01.27.20018119,0
10.1101/2020.01.27.20018242,0
10.1101/2020.01.27.20018671,0
10.1101/2020.01.27.20018689,0
10.1101/2020.01.27.20018770,0
10.1101/2020.01.27.20018861,0
10.1101/2020.01.27.20018929,0
10.1101/2020.01.27.20018952,2
10.1101/2020.01.27.20018960,0
10.1101/2020.01.27.20018986,1
10.1101/2020.01.27.20018994,0
10.1101/2020.01.27.20019018,0
10.1101/2020.01.27.20019026,0
10.1101/2020.01.27.20019034,0
10.1101/2020.01.27.20019042,0
10.1101/2020.01.27.20019091,0
10.1101/2020.01.27.904680,0
10.1101/2020.01.27.905083,0
10.1101/2020.01.27.907089,0
10.1101/2020.01.27.910919,0
10.1101/2020.01.27.911586,0
10.1101/2020.01.27.912790,0
10.1101/2020.01.27.915470,0
10.1101/2020.01.27.916692,0
10.1101/2020.01.27.917567,0
10.1101/2020.01.27.918193,0
10.1101/2020.01.27.919076,0
10.1101/2020.01.27.919118,0
10.1101/2020.01.27.919522,0
10.1101/2020.01.27.919530,0
10.1101/2020.01.27.919555,0
10.1101/2020.01.27.919951,0
10.1101/2020.01.27.920033,0
10.1101/2020.01.27.920108,0
10.1101/2020.01.27.920181,0
10.1101/2020.01.27.920199,0
10.1101/2020.01.27.920215,0
10.1101/2020.01.27.920355,0
10.1101/2020.01.27.920371,0
10.1101/2020.01.27.920421,0
10.1101/2020.01.27.920652,0
10.1101/2020.01.27.920686,0
10.1101/2020.01.27.920694,0
10.1101/2020.01.27.920710,0
10.1101/2020.01.27.920728,0
10.1101/2020.01.27.920744,0
10.1101/2020.01.27.920751,0
10.1101/2020.01.27.920769,0
10.1101/2020.01.27.920785,0
10.1101/2020.01.27.920793,0
10.1101/2020.01.27.920801,0
10.1101/2020.01.27.920819,1
10.1101/2020.01.27.920827,0
10.1101/2020.01.27.920843,0
10.1101/2020.01.27.920850,0
10.1101/2020.01.27.920868,0
10.1101/2020.01.27.920876,0
10.1101/2020.01.27.920884,0
10.1101/2020.01.27.920892,0
10.1101/2020.01.27.920900,0
10.1101/2020.01.27.920918,0
10.1101/2020.01.27.920926,0
10.1101/2020.01.27.920942,0
10.1101/2020.01.27.920959,0
10.1101/2020.01.27.920967,0
10.1101/2020.01.27.920975,0
10.1101/2020.01.27.920983,0
10.1101/2020.01.27.920991,0
10.1101/2020.01.27.921007,0
10.1101/2020.01.27.921015,0
10.1101/2020.01.27.921023,0
10.1101/2020.01.27.921031,0
10.1101/2020.01.27.921049,0
10.1101/2020.01.27.921056,0
10.1101/2020.01.27.921072,0
10.1101/2020.01.27.921098,0
10.1101/2020.01.27.921114,0
10.1101/2020.01.27.921122,0
10.1101/2020.01.27.921148,0
10.1101/2020.01.27.921163,0
10.1101/2020.01.27.921171,0
10.1101/2020.01.27.921197,0
10.1101/2020.01.27.921221,0
10.1101/2020.01.27.921239,0
10.1101/2020.01.27.921247,0
10.1101/2020.01.27.921254,0
10.1101/2020.01.27.921262,0
10.1101/2020.01.27.921270,0
10.1101/2020.01.27.921288,0
10.1101/2020.01.27.921296,0
10.1101/2020.01.27.921304,0
10.1101/2020.01.27.921312,0
10.1101/2020.01.27.921320,0
10.1101/2020.01.27.921338,0
10.1101/2020.01.27.921346,0
10.1101/2020.01.27.921353,0
10.1101/2020.01.27.921361,0
10.1101/2020.01.27.921379,0
10.1101/2020.01.27.921395,0
10.1101/2020.01.27.921403,0
10.1101/2020.01.27.921411,0
10.1101/2020.01.27.921429,0
10.1101/2020.01.27.921437,0
10.1101/2020.01.27.921452,0
10.1101/2020.01.27.921460,0
10.1101/2020.01.27.921478,0
10.1101/2020.01.27.921486,0
10.1101/2020.01.27.921494,0
10.1101/2020.01.27.921510,0
10.1101/2020.01.27.921528,0
10.1101/2020.01.27.921536,0
10.1101/2020.01.27.921593,0
10.1101/2020.01.27.921619,0
10.1101/2020.01.27.921627,1
10.1101/2020.01.27.921643,0
10.1101/2020.01.27.921650,0
10.1101/2020.01.27.921668,0
10.1101/2020.01.27.921700,0
10.1101/2020.01.27.921718,0
10.1101/2020.01.27.921726,0
10.1101/2020.01.27.921734,0
10.1101/2020.01.27.921742,0
10.1101/2020.01.27.921783,0
10.1101/2020.01.27.921791,0
10.1101/2020.01.27.921809,0
10.1101/2020.01.27.921817,0
10.1101/2020.01.27.921825,0
10.1101/2020.01.27.921833,0
10.1101/2020.01.27.921858,0
10.1101/2020.01.27.921874,0
10.1101/2020.01.27.921882,0
10.1101/2020.01.27.921908,0
10.1101/2020.01.27.921924,0
10.1101/2020.01.27.921940,0
10.1101/2020.01.27.921957,1
10.1101/2020.01.27.921965,0
10.1101/2020.01.27.921973,0
10.1101/2020.01.27.922005,0
10.1101/2020.01.27.922047,0
10.1101/2020.01.27.922054,0
10.1101/2020.01.27.922062,0
10.1101/2020.01.27.922070,0
10.1101/2020.01.27.922096,0
10.1101/2020.01.27.922112,0
10.1101/2020.01.27.922138,1
10.1101/2020.01.27.922153,0
10.1101/2020.01.27.922161,0
10.1101/2020.01.27.922195,0
10.1101/2020.01.27.922203,0
10.1101/2020.01.27.922211,0
10.1101/2020.01.27.922237,0
10.1101/2020.01.27.922260,0
10.1101/2020.01.27.922286,0
10.1101/2020.01.27.922302,0
10.1101/2020.01.27.922427,0
10.1101/2020.01.27.922443,4
10.1101/2020.01.27.922450,0
10.1101/2020.01.27.922476,1
10.1101/2020.01.27.922484,0
10.1101/2020.01.28.20018168,0
10.1101/2020.01.28.20018366,0
10.1101/2020.01.28.20018655,0
10.1101/2020.01.28.20018978,0
10.1101/2020.01.28.20019075,0
10.1101/2020.01.28.20019125,0
10.1101/2020.01.28.20019133,0
10.1101/2020.01.28.20019182,1
10.1101/2020.01.28.20019190,0
10.1101/2020.01.28.20019224,0
10.1101/2020.01.28.20019281,0
10.1101/2020.01.28.20019299,0
10.1101/2020.01.28.20019315,0
10.1101/2020.01.28.20019323,0
10.1101/2020.01.28.887430,0
10.1101/2020.01.28.911115,0
10.1101/2020.01.28.915504,0
10.1101/2020.01.28.917278,0
10.1101/2020.01.28.917401,0
10.1101/2020.01.28.918441,0
10.1101/2020.01.28.919860,0
10.1101/2020.01.28.919910,0
10.1101/2020.01.28.920488,0
10.1101/2020.01.28.920546,0
10.1101/2020.01.28.920553,0
10.1101/2020.01.28.921205,0
10.1101/2020.01.28.921544,0
10.1101/2020.01.28.921841,0
10.1101/2020.01.28.922013,0
10.1101/2020.01.28.922088,0
10.1101/2020.01.28.922104,0
10.1101/2020.01.28.922179,0
10.1101/2020.01.28.922187,0
10.1101/2020.01.28.922385,0
10.1101/2020.01.28.922500,0
10.1101/2020.01.28.922526,0
10.1101/2020.01.28.922534,0
10.1101/2020.01.28.922559,0
10.1101/2020.01.28.922583,2
10.1101/2020.01.28.922591,0
10.1101/2020.01.28.922609,0
10.1101/2020.01.28.922625,0
10.1101/2020.01.28.922658,0
10.1101/2020.01.28.922682,0
10.1101/2020.01.28.922690,0
10.1101/2020.01.28.922708,0
10.1101/2020.01.28.922716,0
10.1101/2020.01.28.922724,0
10.1101/2020.01.28.922732,0
10.1101/2020.01.28.922740,0
10.1101/2020.01.28.922757,0
10.1101/2020.01.28.922765,0
10.1101/2020.01.28.922773,0
10.1101/2020.01.28.922815,2
10.1101/2020.01.28.922831,0
10.1101/2020.01.28.922849,0
10.1101/2020.01.28.922856,0
10.1101/2020.01.28.922898,0
10.1101/2020.01.28.922906,0
10.1101/2020.01.28.922922,2
10.1101/2020.01.28.922930,0
10.1101/2020.01.28.922948,0
10.1101/2020.01.28.922955,0
10.1101/2020.01.28.922971,0
10.1101/2020.01.28.922989,0
10.1101/2020.01.28.922997,0
10.1101/2020.01.28.923011,4
10.1101/2020.01.28.923037,0
10.1101/2020.01.28.923045,0
10.1101/2020.01.28.923052,0
10.1101/2020.01.28.923094,0
10.1101/2020.01.28.923128,1
10.1101/2020.01.28.923136,0
10.1101/2020.01.28.923169,0
10.1101/2020.01.28.923177,0
10.1101/2020.01.28.923185,3
10.1101/2020.01.28.923201,0
10.1101/2020.01.28.923219,0
10.1101/2020.01.28.923227,0
10.1101/2020.01.28.923235,0
10.1101/2020.01.28.923243,0
10.1101/2020.01.28.923250,0
10.1101/2020.01.28.923284,0
