doi,comments_count
10.1101/2020.07.03.20145920,0
10.1101/2020.07.03.20145946,0
10.1101/2020.07.03.20145953,0
10.1101/2020.07.03.20145987,0
10.1101/2020.07.03.20145995,0
10.1101/2020.07.03.20146019,0
10.1101/2020.07.03.20146035,0
10.1101/2020.07.03.20146076,0
10.1101/2020.07.03.20146134,0
10.1101/2020.07.03.20146159,0
10.1101/2020.07.03.20146167,0
10.1101/2020.07.04.158063,0
10.1101/2020.07.04.162008,2
10.1101/2020.07.04.182733,0
10.1101/2020.07.04.182873,0
10.1101/2020.07.04.184861,0
10.1101/2020.07.04.185348,0
10.1101/2020.07.04.186478,0
10.1101/2020.07.04.186619,1
10.1101/2020.07.04.187161,0
10.1101/2020.07.04.187286,0
10.1101/2020.07.04.187401,0
10.1101/2020.07.04.187435,0
10.1101/2020.07.04.187443,0
10.1101/2020.07.04.187450,0
10.1101/2020.07.04.187468,0
10.1101/2020.07.04.187476,0
10.1101/2020.07.04.187492,0
10.1101/2020.07.04.187500,0
10.1101/2020.07.04.187518,0
10.1101/2020.07.04.187559,0
10.1101/2020.07.04.187583,0
10.1101/2020.07.04.187617,0
10.1101/2020.07.04.187625,0
10.1101/2020.07.04.187674,0
10.1101/2020.07.04.187708,0
10.1101/2020.07.04.187757,3
10.1101/2020.07.04.187773,0
10.1101/2020.07.04.187781,0
10.1101/2020.07.04.187823,0
10.1101/2020.07.04.187864,0
10.1101/2020.07.04.187880,0
10.1101/2020.07.04.187898,0
10.1101/2020.07.04.187906,0
10.1101/2020.07.04.187922,0
10.1101/2020.07.04.187930,0
10.1101/2020.07.04.187948,0
10.1101/2020.07.04.187955,0
10.1101/2020.07.04.187971,0
10.1101/2020.07.04.187989,0
10.1101/2020.07.04.187997,0
10.1101/2020.07.04.188045,0
10.1101/2020.07.04.188060,0
10.1101/2020.07.04.188078,0
10.1101/2020.07.04.188086,0
10.1101/2020.07.04.188094,0
10.1101/2020.07.04.188102,2
10.1101/2020.07.04.188110,1
10.1101/2020.07.04.188128,0
10.1101/2020.07.04.188169,0
10.1101/2020.07.04.188219,0
10.1101/2020.07.04.188227,0
10.1101/2020.07.04.188235,0
10.1101/2020.07.04.20142752,1
10.1101/2020.07.04.20143123,0
10.1101/2020.07.04.20145334,1
10.1101/2020.07.04.20145870,0
10.1101/2020.07.04.20146027,0
10.1101/2020.07.04.20146084,0
10.1101/2020.07.04.20146100,0
10.1101/2020.07.04.20146209,0
10.1101/2020.07.04.20146217,0
10.1101/2020.07.04.20146340,0
10.1101/2020.07.04.20146381,1
10.1101/2020.07.04.20146423,0
10.1101/2020.07.04.20146449,0
10.1101/2020.07.04.20146456,0
10.1101/2020.07.04.20146498,0
10.1101/2020.07.04.20146506,0
10.1101/2020.07.04.20146530,1
10.1101/2020.07.04.20146548,1
10.1101/2020.07.05.154906,0
10.1101/2020.07.05.160937,0
10.1101/2020.07.05.179689,0
10.1101/2020.07.05.180299,0
10.1101/2020.07.05.184267,0
10.1101/2020.07.05.184960,0
10.1101/2020.07.05.186544,0
10.1101/2020.07.05.186635,0
10.1101/2020.07.05.186858,0
10.1101/2020.07.05.187203,0
10.1101/2020.07.05.187344,0
10.1101/2020.07.05.187542,0
10.1101/2020.07.05.187658,0
10.1101/2020.07.05.188268,0
10.1101/2020.07.05.188276,0
10.1101/2020.07.05.188318,0
10.1101/2020.07.05.188326,0
10.1101/2020.07.05.188334,0
10.1101/2020.07.05.188367,0
10.1101/2020.07.05.188391,0
10.1101/2020.07.05.188425,0
10.1101/2020.07.05.188433,0
10.1101/2020.07.05.188458,0
10.1101/2020.07.05.188466,4
10.1101/2020.07.05.188474,0
10.1101/2020.07.05.188516,0
10.1101/2020.07.05.188532,0
10.1101/2020.07.05.188557,0
10.1101/2020.07.05.188565,0
10.1101/2020.07.05.188599,0
10.1101/2020.07.05.188607,0
10.1101/2020.07.05.188623,0
10.1101/2020.07.05.188649,0
10.1101/2020.07.05.188656,0
10.1101/2020.07.05.188664,0
10.1101/2020.07.05.188680,1
10.1101/2020.07.05.188698,0
10.1101/2020.07.05.188797,0
10.1101/2020.07.05.188821,0
10.1101/2020.07.05.188847,0
10.1101/2020.07.05.188862,0
10.1101/2020.07.05.20140343,0
10.1101/2020.07.05.20140467,1
10.1101/2020.07.05.20143438,0
10.1101/2020.07.05.20145292,0
10.1101/2020.07.05.20145714,0
10.1101/2020.07.05.20145805,0
10.1101/2020.07.05.20145888,0
10.1101/2020.07.05.20146043,0
10.1101/2020.07.05.20146290,0
10.1101/2020.07.05.20146324,0
10.1101/2020.07.05.20146571,0
10.1101/2020.07.05.20146589,0
10.1101/2020.07.05.20146647,0
10.1101/2020.07.05.20146654,0
10.1101/2020.07.05.20146738,0
10.1101/2020.07.05.20146779,0
10.1101/2020.07.05.20146787,0
10.1101/2020.07.05.20146811,0
10.1101/2020.07.05.20146837,0
10.1101/2020.07.05.20146878,0
10.1101/2020.07.05.20146886,0
10.1101/2020.07.05.20146894,0
10.1101/2020.07.05.20146910,0
10.1101/2020.07.05.20146936,0
10.1101/2020.07.05.20146951,0
10.1101/2020.07.05.20146969,0
10.1101/2020.07.05.20146977,0
10.1101/2020.07.06.146951,0
10.1101/2020.07.06.168179,0
10.1101/2020.07.06.174748,0
10.1101/2020.07.06.175000,0
10.1101/2020.07.06.181891,0
10.1101/2020.07.06.182154,0
10.1101/2020.07.06.182634,0
10.1101/2020.07.06.182972,0
10.1101/2020.07.06.184473,0
10.1101/2020.07.06.185066,0
10.1101/2020.07.06.185322,0
10.1101/2020.07.06.186601,0
10.1101/2020.07.06.186650,0
10.1101/2020.07.06.186809,0
10.1101/2020.07.06.186817,0
10.1101/2020.07.06.186940,0
10.1101/2020.07.06.187062,0
10.1101/2020.07.06.187187,0
10.1101/2020.07.06.187245,0
10.1101/2020.07.06.187484,0
10.1101/2020.07.06.188003,2
10.1101/2020.07.06.188284,0
10.1101/2020.07.06.188508,0
10.1101/2020.07.06.188573,0
10.1101/2020.07.06.188722,0
10.1101/2020.07.06.188896,0
10.1101/2020.07.06.188920,0
10.1101/2020.07.06.188953,1
10.1101/2020.07.06.188961,0
10.1101/2020.07.06.188987,0
10.1101/2020.07.06.188995,0
10.1101/2020.07.06.189001,0
10.1101/2020.07.06.189019,0
10.1101/2020.07.06.189027,0
10.1101/2020.07.06.189035,0
10.1101/2020.07.06.189043,0
10.1101/2020.07.06.189050,0
10.1101/2020.07.06.189092,0
10.1101/2020.07.06.189175,0
10.1101/2020.07.06.189183,0
10.1101/2020.07.06.189191,0
10.1101/2020.07.06.189209,0
10.1101/2020.07.06.189217,0
10.1101/2020.07.06.189225,0
10.1101/2020.07.06.189233,0
10.1101/2020.07.06.189241,0
10.1101/2020.07.06.189258,0
10.1101/2020.07.06.189266,0
10.1101/2020.07.06.189274,0
10.1101/2020.07.06.189282,0
10.1101/2020.07.06.189290,0
10.1101/2020.07.06.189308,0
10.1101/2020.07.06.189316,0
10.1101/2020.07.06.189340,1
10.1101/2020.07.06.189357,0
10.1101/2020.07.06.189365,0
10.1101/2020.07.06.189373,0
10.1101/2020.07.06.189381,0
10.1101/2020.07.06.189407,1
10.1101/2020.07.06.189415,0
10.1101/2020.07.06.189431,0
10.1101/2020.07.06.189449,0
10.1101/2020.07.06.189456,0
10.1101/2020.07.06.189464,0
10.1101/2020.07.06.189480,0
10.1101/2020.07.06.189506,0
10.1101/2020.07.06.189514,0
10.1101/2020.07.06.189522,0
10.1101/2020.07.06.189548,0
10.1101/2020.07.06.189563,0
10.1101/2020.07.06.189571,0
10.1101/2020.07.06.189589,0
10.1101/2020.07.06.189613,0
10.1101/2020.07.06.189639,0
10.1101/2020.07.06.189654,3
10.1101/2020.07.06.189670,0
10.1101/2020.07.06.189696,0
10.1101/2020.07.06.189712,0
10.1101/2020.07.06.189720,0
10.1101/2020.07.06.189738,0
10.1101/2020.07.06.189746,0
10.1101/2020.07.06.189753,0
10.1101/2020.07.06.189761,0
10.1101/2020.07.06.189787,0
10.1101/2020.07.06.189795,0
10.1101/2020.07.06.189803,0
10.1101/2020.07.06.189811,0
10.1101/2020.07.06.189829,0
10.1101/2020.07.06.189837,0
10.1101/2020.07.06.189845,0
10.1101/2020.07.06.189860,0
10.1101/2020.07.06.189878,0
10.1101/2020.07.06.189894,1
10.1101/2020.07.06.189902,0
10.1101/2020.07.06.189910,0
10.1101/2020.07.06.189928,0
10.1101/2020.07.06.189944,0
10.1101/2020.07.06.189969,0
10.1101/2020.07.06.189977,0
10.1101/2020.07.06.189993,0
10.1101/2020.07.06.190017,0
10.1101/2020.07.06.190025,0
10.1101/2020.07.06.190033,0
10.1101/2020.07.06.190066,0
10.1101/2020.07.06.190082,0
10.1101/2020.07.06.190108,0
10.1101/2020.07.06.190173,0
10.1101/2020.07.06.190181,0
10.1101/2020.07.06.190199,0
10.1101/2020.07.06.190207,0
10.1101/2020.07.06.190223,0
10.1101/2020.07.06.190256,0
10.1101/2020.07.06.190264,0
10.1101/2020.07.06.190280,0
10.1101/2020.07.06.190306,0
10.1101/2020.07.06.190314,0
10.1101/2020.07.06.190322,0
10.1101/2020.07.06.190330,0
10.1101/2020.07.06.190348,2
10.1101/2020.07.06.190363,0
10.1101/2020.07.06.190371,0
10.1101/2020.07.06.190389,0
10.1101/2020.07.06.190397,0
10.1101/2020.07.06.190413,0
10.1101/2020.07.06.190421,0
10.1101/2020.07.06.190447,0
10.1101/2020.07.06.190470,0
10.1101/2020.07.06.190504,0
10.1101/2020.07.06.190512,0
10.1101/2020.07.06.190538,0
10.1101/2020.07.06.190553,0
10.1101/2020.07.06.190579,0
10.1101/2020.07.06.190595,0
10.1101/2020.07.06.190629,0
10.1101/2020.07.06.190637,0
10.1101/2020.07.06.190652,0
10.1101/2020.07.06.190660,0
10.1101/2020.07.06.190702,0
10.1101/2020.07.06.190710,0
10.1101/2020.07.06.190728,0
10.1101/2020.07.06.190751,0
10.1101/2020.07.06.190801,0
10.1101/2020.07.06.190819,0
10.1101/2020.07.06.190827,0
10.1101/2020.07.06.190843,0
10.1101/2020.07.06.190850,0
10.1101/2020.07.06.190884,0
10.1101/2020.07.06.190892,0
10.1101/2020.07.06.20120386,0
10.1101/2020.07.06.20136374,0
10.1101/2020.07.06.20140285,0
10.1101/2020.07.06.20141333,0
10.1101/2020.07.06.20143263,0
10.1101/2020.07.06.20143719,0
10.1101/2020.07.06.20144345,0
10.1101/2020.07.06.20144824,0
10.1101/2020.07.06.20145938,0
10.1101/2020.07.06.20146233,0
10.1101/2020.07.06.20146712,0
10.1101/2020.07.06.20147009,0
10.1101/2020.07.06.20147017,0
10.1101/2020.07.06.20147025,1
10.1101/2020.07.06.20147033,0
10.1101/2020.07.06.20147066,0
10.1101/2020.07.06.20147074,0
10.1101/2020.07.06.20147082,1
10.1101/2020.07.06.20147090,0
10.1101/2020.07.06.20147124,1
10.1101/2020.07.06.20147140,1
10.1101/2020.07.06.20147165,0
10.1101/2020.07.06.20147181,0
10.1101/2020.07.06.20147199,0
10.1101/2020.07.06.20147223,0
10.1101/2020.07.06.20147231,0
10.1101/2020.07.06.20147256,0
10.1101/2020.07.06.20147264,0
10.1101/2020.07.06.20147272,0
10.1101/2020.07.06.20147298,0
10.1101/2020.07.06.20147306,0
10.1101/2020.07.06.20147322,0
10.1101/2020.07.06.20147348,0
10.1101/2020.07.06.20147397,1
10.1101/2020.07.06.20147405,0
10.1101/2020.07.06.20147421,0
10.1101/2020.07.06.20147462,0
10.1101/2020.07.06.20147470,0
10.1101/2020.07.06.20147512,1
10.1101/2020.07.06.20147520,0
10.1101/2020.07.06.20147629,0
10.1101/2020.07.06.20147637,0
10.1101/2020.07.06.20147645,0
10.1101/2020.07.06.20147660,0
10.1101/2020.07.06.20147678,0
10.1101/2020.07.06.20147702,1
10.1101/2020.07.06.20147751,0
10.1101/2020.07.06.20147827,0
10.1101/2020.07.06.20147843,0
10.1101/2020.07.06.20147868,0
10.1101/2020.07.07.170092,0
10.1101/2020.07.07.170282,0
10.1101/2020.07.07.177535,0
10.1101/2020.07.07.180133,0
10.1101/2020.07.07.184374,0
10.1101/2020.07.07.185835,0
10.1101/2020.07.07.186122,0
10.1101/2020.07.07.186452,0
10.1101/2020.07.07.186791,0
10.1101/2020.07.07.187567,0
10.1101/2020.07.07.187666,0
10.1101/2020.07.07.187914,0
10.1101/2020.07.07.188854,0
10.1101/2020.07.07.189142,0
10.1101/2020.07.07.189688,0
10.1101/2020.07.07.189852,0
10.1101/2020.07.07.190132,0
10.1101/2020.07.07.190157,0
10.1101/2020.07.07.190496,0
10.1101/2020.07.07.190546,0
10.1101/2020.07.07.190587,0
10.1101/2020.07.07.190744,0
10.1101/2020.07.07.190900,0
10.1101/2020.07.07.190926,0
10.1101/2020.07.07.190934,0
10.1101/2020.07.07.190959,0
10.1101/2020.07.07.190967,0
10.1101/2020.07.07.191007,0
10.1101/2020.07.07.191015,0
10.1101/2020.07.07.191023,0
10.1101/2020.07.07.191031,0
10.1101/2020.07.07.191064,0
10.1101/2020.07.07.191080,0
10.1101/2020.07.07.191130,0
10.1101/2020.07.07.191155,0
10.1101/2020.07.07.191163,0
10.1101/2020.07.07.191189,0
10.1101/2020.07.07.191197,0
10.1101/2020.07.07.191213,1
10.1101/2020.07.07.191221,0
10.1101/2020.07.07.191239,0
10.1101/2020.07.07.191247,0
10.1101/2020.07.07.191254,0
10.1101/2020.07.07.191262,0
10.1101/2020.07.07.191288,1
10.1101/2020.07.07.191320,0
10.1101/2020.07.07.191338,0
10.1101/2020.07.07.191353,0
10.1101/2020.07.07.191379,0
10.1101/2020.07.07.191411,0
10.1101/2020.07.07.191429,0
10.1101/2020.07.07.191437,0
10.1101/2020.07.07.191452,0
10.1101/2020.07.07.191478,0
10.1101/2020.07.07.191486,0
10.1101/2020.07.07.191510,0
10.1101/2020.07.07.191536,2
10.1101/2020.07.07.191544,0
10.1101/2020.07.07.191551,0
10.1101/2020.07.07.191569,0
10.1101/2020.07.07.191619,0
10.1101/2020.07.07.191627,0
10.1101/2020.07.07.191650,0
10.1101/2020.07.07.191668,0
10.1101/2020.07.07.191676,2
10.1101/2020.07.07.191684,0
10.1101/2020.07.07.191692,0
10.1101/2020.07.07.191718,0
10.1101/2020.07.07.191726,0
10.1101/2020.07.07.191742,0
10.1101/2020.07.07.191767,0
10.1101/2020.07.07.191775,0
10.1101/2020.07.07.191791,0
10.1101/2020.07.07.191809,0
10.1101/2020.07.07.191817,0
10.1101/2020.07.07.191841,0
10.1101/2020.07.07.191866,0
10.1101/2020.07.07.191890,0
10.1101/2020.07.07.191916,0
10.1101/2020.07.07.191932,0
10.1101/2020.07.07.191940,0
10.1101/2020.07.07.191957,0
10.1101/2020.07.07.191965,0
10.1101/2020.07.07.191973,0
10.1101/2020.07.07.191981,0
10.1101/2020.07.07.191999,0
10.1101/2020.07.07.192005,0
10.1101/2020.07.07.192039,0
10.1101/2020.07.07.192047,0
10.1101/2020.07.07.192054,0
10.1101/2020.07.07.192096,0
10.1101/2020.07.07.192120,0
10.1101/2020.07.07.192138,0
10.1101/2020.07.07.192146,0
10.1101/2020.07.07.192153,0
10.1101/2020.07.07.192161,0
10.1101/2020.07.07.192203,1
10.1101/2020.07.07.192211,0
10.1101/2020.07.07.192229,0
10.1101/2020.07.07.192237,0
10.1101/2020.07.07.192245,0
10.1101/2020.07.07.192252,0
10.1101/2020.07.07.192278,0
10.1101/2020.07.07.192286,0
10.1101/2020.07.07.192294,0
10.1101/2020.07.07.192336,0
10.1101/2020.07.07.192344,0
10.1101/2020.07.07.192377,0
10.1101/2020.07.07.192385,0
10.1101/2020.07.07.192393,0
10.1101/2020.07.07.192427,0
10.1101/2020.07.07.192435,0
10.1101/2020.07.07.192450,1
10.1101/2020.07.07.192476,0
10.1101/2020.07.07.192518,0
10.1101/2020.07.07.192526,0
10.1101/2020.07.07.192609,1
10.1101/2020.07.07.192633,0
10.1101/2020.07.07.192724,0
10.1101/2020.07.07.192732,0
10.1101/2020.07.07.192757,1
10.1101/2020.07.07.192781,0
10.1101/2020.07.07.192799,0
10.1101/2020.07.07.192807,0
10.1101/2020.07.07.192815,0
10.1101/2020.07.07.192823,0
10.1101/2020.07.07.192856,0
10.1101/2020.07.07.20114918,0
10.1101/2020.07.07.20140996,0
10.1101/2020.07.07.20143024,0
10.1101/2020.07.07.20145979,0
10.1101/2020.07.07.20146225,0
10.1101/2020.07.07.20146332,0
10.1101/2020.07.07.20146902,0
10.1101/2020.07.07.20147413,0
10.1101/2020.07.07.20147884,0
10.1101/2020.07.07.20147900,0
10.1101/2020.07.07.20147918,0
10.1101/2020.07.07.20147926,0
10.1101/2020.07.07.20147934,0
10.1101/2020.07.07.20147959,0
10.1101/2020.07.07.20147967,0
10.1101/2020.07.07.20147975,0
10.1101/2020.07.07.20147983,0
10.1101/2020.07.07.20148007,0
10.1101/2020.07.07.20148023,0
10.1101/2020.07.07.20148064,0
10.1101/2020.07.07.20148098,0
10.1101/2020.07.07.20148106,0
10.1101/2020.07.07.20148148,1
10.1101/2020.07.07.20148155,0
10.1101/2020.07.07.20148163,0
10.1101/2020.07.07.20148205,0
10.1101/2020.07.07.20148213,0
10.1101/2020.07.07.20148221,0
10.1101/2020.07.07.20148239,0
10.1101/2020.07.07.20148304,0
10.1101/2020.07.07.20148338,0
10.1101/2020.07.07.20148361,0
10.1101/2020.07.07.20148395,0
10.1101/2020.07.07.20148403,3
10.1101/2020.07.07.20148452,0
10.1101/2020.07.07.20148460,0
10.1101/2020.07.07.20148478,1
10.1101/2020.07.07.20148510,0
10.1101/2020.07.07.20148536,0
10.1101/2020.07.07.20148551,0
10.1101/2020.07.07.20148569,0
10.1101/2020.07.07.20148585,0
10.1101/2020.07.08.125609,0
10.1101/2020.07.08.161463,0
10.1101/2020.07.08.179978,0
10.1101/2020.07.08.180679,0
10.1101/2020.07.08.180869,0
10.1101/2020.07.08.181958,0
10.1101/2020.07.08.186643,0
10.1101/2020.07.08.188011,0
10.1101/2020.07.08.188136,0
10.1101/2020.07.08.188672,0
10.1101/2020.07.08.189399,0
10.1101/2020.07.08.190405,0
10.1101/2020.07.08.190694,0
10.1101/2020.07.08.191049,2
10.1101/2020.07.08.191072,0
10.1101/2020.07.08.191106,0
10.1101/2020.07.08.191304,0
10.1101/2020.07.08.191528,0
10.1101/2020.07.08.191593,0
10.1101/2020.07.08.191601,0
10.1101/2020.07.08.191783,0
10.1101/2020.07.08.191874,0
10.1101/2020.07.08.192104,0
10.1101/2020.07.08.192187,0
10.1101/2020.07.08.192328,0
10.1101/2020.07.08.192369,0
10.1101/2020.07.08.192443,0
10.1101/2020.07.08.192542,0
10.1101/2020.07.08.192583,0
10.1101/2020.07.08.192591,0
10.1101/2020.07.08.192617,0
10.1101/2020.07.08.192666,0
10.1101/2020.07.08.192716,0
10.1101/2020.07.08.192740,0
10.1101/2020.07.08.192765,0
10.1101/2020.07.08.192872,0
10.1101/2020.07.08.192880,0
10.1101/2020.07.08.192906,0
10.1101/2020.07.08.192914,0
10.1101/2020.07.08.192922,0
10.1101/2020.07.08.192930,0
10.1101/2020.07.08.192955,0
10.1101/2020.07.08.192989,0
10.1101/2020.07.08.192997,0
10.1101/2020.07.08.193029,0
10.1101/2020.07.08.193037,0
10.1101/2020.07.08.193045,0
10.1101/2020.07.08.193060,0
10.1101/2020.07.08.193086,0
10.1101/2020.07.08.193094,0
10.1101/2020.07.08.193102,0
10.1101/2020.07.08.193128,0
10.1101/2020.07.08.193136,0
10.1101/2020.07.08.193144,0
10.1101/2020.07.08.193151,0
10.1101/2020.07.08.193169,0
10.1101/2020.07.08.193193,0
10.1101/2020.07.08.193201,0
10.1101/2020.07.08.193227,0
10.1101/2020.07.08.193250,0
10.1101/2020.07.08.193268,0
10.1101/2020.07.08.193276,0
10.1101/2020.07.08.193284,0
10.1101/2020.07.08.193300,0
10.1101/2020.07.08.193318,0
10.1101/2020.07.08.193326,0
10.1101/2020.07.08.193334,0
10.1101/2020.07.08.193359,0
10.1101/2020.07.08.193383,0
10.1101/2020.07.08.193391,0
10.1101/2020.07.08.193409,0
10.1101/2020.07.08.193417,0
10.1101/2020.07.08.193433,0
10.1101/2020.07.08.193441,0
10.1101/2020.07.08.193466,0
10.1101/2020.07.08.193508,0
10.1101/2020.07.08.193516,0
10.1101/2020.07.08.193532,0
10.1101/2020.07.08.193581,0
10.1101/2020.07.08.193607,0
10.1101/2020.07.08.193623,0
10.1101/2020.07.08.193649,0
10.1101/2020.07.08.193656,0
10.1101/2020.07.08.193664,0
10.1101/2020.07.08.193672,0
10.1101/2020.07.08.193698,0
10.1101/2020.07.08.193714,0
10.1101/2020.07.08.193763,0
10.1101/2020.07.08.193771,0
10.1101/2020.07.08.193797,0
10.1101/2020.07.08.193805,0
10.1101/2020.07.08.193813,1
10.1101/2020.07.08.193839,0
10.1101/2020.07.08.193854,0
10.1101/2020.07.08.193862,0
10.1101/2020.07.08.193904,0
10.1101/2020.07.08.193938,0
10.1101/2020.07.08.193946,0
10.1101/2020.07.08.193961,0
10.1101/2020.07.08.193995,0
10.1101/2020.07.08.194019,0
10.1101/2020.07.08.194035,0
10.1101/2020.07.08.194043,0
10.1101/2020.07.08.194076,1
10.1101/2020.07.08.194084,0
10.1101/2020.07.08.194092,0
10.1101/2020.07.08.194100,0
10.1101/2020.07.08.194126,0
10.1101/2020.07.08.194159,0
10.1101/2020.07.08.194167,4
10.1101/2020.07.08.194191,0
10.1101/2020.07.08.194209,0
10.1101/2020.07.08.194225,0
10.1101/2020.07.08.194233,0
10.1101/2020.07.08.194274,0
10.1101/2020.07.08.194290,0
10.1101/2020.07.08.194308,0
10.1101/2020.07.08.194324,0
10.1101/2020.07.08.194332,0
10.1101/2020.07.08.194365,0
10.1101/2020.07.08.194373,0
10.1101/2020.07.08.194381,0
10.1101/2020.07.08.194415,0
10.1101/2020.07.08.194431,0
10.1101/2020.07.08.194456,0
10.1101/2020.07.08.194472,0
10.1101/2020.07.08.194480,0
10.1101/2020.07.08.194530,0
10.1101/2020.07.08.194555,0
10.1101/2020.07.08.194605,0
10.1101/2020.07.08.194613,0
10.1101/2020.07.08.20113035,0
10.1101/2020.07.08.20129361,0
10.1101/2020.07.08.20137497,0
10.1101/2020.07.08.20140707,0
10.1101/2020.07.08.20141218,1
10.1101/2020.07.08.20145078,0
10.1101/2020.07.08.20147371,0
10.1101/2020.07.08.20147504,0
10.1101/2020.07.08.20147561,0
10.1101/2020.07.08.20148015,0
10.1101/2020.07.08.20148130,0
10.1101/2020.07.08.20148171,0
10.1101/2020.07.08.20148353,1
10.1101/2020.07.08.20148619,0
10.1101/2020.07.08.20148692,0
10.1101/2020.07.08.20148700,1
10.1101/2020.07.08.20148718,0
10.1101/2020.07.08.20148742,0
10.1101/2020.07.08.20148767,0
10.1101/2020.07.08.20148775,1
10.1101/2020.07.08.20148783,0
10.1101/2020.07.08.20148791,0
10.1101/2020.07.08.20148825,0
10.1101/2020.07.08.20148841,0
10.1101/2020.07.08.20148858,0
10.1101/2020.07.08.20148866,0
10.1101/2020.07.08.20148882,0
10.1101/2020.07.08.20148908,0
10.1101/2020.07.08.20148916,0
10.1101/2020.07.08.20148924,0
10.1101/2020.07.08.20148957,0
10.1101/2020.07.08.20148965,0
10.1101/2020.07.08.20148973,0
10.1101/2020.07.08.20148981,0
10.1101/2020.07.08.20148999,0
10.1101/2020.07.08.20149039,0
10.1101/2020.07.08.20149070,0
10.1101/2020.07.08.20149096,0
10.1101/2020.07.08.20149120,0
10.1101/2020.07.08.20149146,0
10.1101/2020.07.08.20149153,0
10.1101/2020.07.08.20149161,0
10.1101/2020.07.08.20149179,0
10.1101/2020.07.09.162123,0
10.1101/2020.07.09.174003,1
10.1101/2020.07.09.180265,0
10.1101/2020.07.09.185116,0
10.1101/2020.07.09.186114,0
10.1101/2020.07.09.186700,0
10.1101/2020.07.09.188615,0
10.1101/2020.07.09.190074,0
10.1101/2020.07.09.190488,0
10.1101/2020.07.09.190777,0
10.1101/2020.07.09.191312,0
10.1101/2020.07.09.191585,0
10.1101/2020.07.09.191734,0
10.1101/2020.07.09.191924,0
10.1101/2020.07.09.192013,0
10.1101/2020.07.09.193177,0
10.1101/2020.07.09.193375,0
10.1101/2020.07.09.193680,0
10.1101/2020.07.09.193722,0
10.1101/2020.07.09.193755,0
10.1101/2020.07.09.193847,0
10.1101/2020.07.09.194027,1
10.1101/2020.07.09.194050,0
10.1101/2020.07.09.194399,0
10.1101/2020.07.09.194449,0
10.1101/2020.07.09.194563,0
10.1101/2020.07.09.194639,0
10.1101/2020.07.09.194654,0
10.1101/2020.07.09.194662,0
10.1101/2020.07.09.194670,0
10.1101/2020.07.09.194688,0
10.1101/2020.07.09.194696,0
10.1101/2020.07.09.194704,0
10.1101/2020.07.09.194720,0
10.1101/2020.07.09.194738,0
10.1101/2020.07.09.194746,0
10.1101/2020.07.09.194753,0
10.1101/2020.07.09.194761,0
10.1101/2020.07.09.194779,0
10.1101/2020.07.09.194787,2
10.1101/2020.07.09.194803,0
10.1101/2020.07.09.194811,0
10.1101/2020.07.09.194837,0
10.1101/2020.07.09.194886,0
10.1101/2020.07.09.194894,0
10.1101/2020.07.09.194902,0
10.1101/2020.07.09.194910,0
10.1101/2020.07.09.194928,0
10.1101/2020.07.09.194936,0
10.1101/2020.07.09.194944,0
10.1101/2020.07.09.194969,0
10.1101/2020.07.09.194977,0
10.1101/2020.07.09.194985,0
10.1101/2020.07.09.194993,0
10.1101/2020.07.09.195008,0
10.1101/2020.07.09.195016,0
10.1101/2020.07.09.195024,0
10.1101/2020.07.09.195032,0
10.1101/2020.07.09.195040,0
10.1101/2020.07.09.195057,0
10.1101/2020.07.09.195065,0
10.1101/2020.07.09.195073,0
10.1101/2020.07.09.195099,0
10.1101/2020.07.09.195131,0
10.1101/2020.07.09.195156,0
10.1101/2020.07.09.195172,0
10.1101/2020.07.09.195198,0
10.1101/2020.07.09.195230,0
10.1101/2020.07.09.195255,0
10.1101/2020.07.09.195263,1
10.1101/2020.07.09.195271,0
10.1101/2020.07.09.195289,0
10.1101/2020.07.09.195347,0
10.1101/2020.07.09.195362,0
10.1101/2020.07.09.195404,0
10.1101/2020.07.09.195420,0
10.1101/2020.07.09.195438,0
10.1101/2020.07.09.195446,0
10.1101/2020.07.09.195461,0
10.1101/2020.07.09.195487,0
10.1101/2020.07.09.195495,0
10.1101/2020.07.09.195503,0
10.1101/2020.07.09.195545,0
10.1101/2020.07.09.195552,0
10.1101/2020.07.09.195560,0
10.1101/2020.07.09.195586,0
10.1101/2020.07.09.195594,0
10.1101/2020.07.09.195610,0
10.1101/2020.07.09.195644,0
10.1101/2020.07.09.195677,0
10.1101/2020.07.09.195685,0
10.1101/2020.07.09.195693,0
10.1101/2020.07.09.195701,0
10.1101/2020.07.09.195735,2
10.1101/2020.07.09.195743,0
10.1101/2020.07.09.195784,0
10.1101/2020.07.09.195818,0
10.1101/2020.07.09.195842,0
10.1101/2020.07.09.195925,0
10.1101/2020.07.09.195958,0
10.1101/2020.07.09.195974,0
10.1101/2020.07.09.195990,0
10.1101/2020.07.09.196048,0
10.1101/2020.07.09.196154,0
10.1101/2020.07.09.196170,0
10.1101/2020.07.09.196188,0
10.1101/2020.07.09.196212,0
10.1101/2020.07.09.196246,0
10.1101/2020.07.09.196253,0
10.1101/2020.07.09.196261,0
10.1101/2020.07.09.196279,0
10.1101/2020.07.09.196287,0
10.1101/2020.07.09.196337,1
10.1101/2020.07.09.196378,0
10.1101/2020.07.09.196386,0
10.1101/2020.07.09.196394,0
10.1101/2020.07.09.196402,0
10.1101/2020.07.09.196428,0
10.1101/2020.07.09.196436,0
10.1101/2020.07.09.196444,0
10.1101/2020.07.09.196451,1
