doi,score,twitter,facebook,blogs,news,wikipedia,policies,published_doi,published_score,published_twitter,published_facebook,published_blogs,published_news,published_wikipedia,published_policies
10.1101/19009795,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19009811,6.65,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19009837,1.25,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19009878,2.45,4,0,0,0,0,0,10.1093/geronb/gbaa044,3.35,6,0,0,0,0,0
10.1101/19009886,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19009894,5.8,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19009910,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19009969,3.7,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19009977,1.5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19009985,1.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010025,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010033,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010041,0.75,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010066,4.45,7,0,0,0,0,0,10.1186/s42155-019-0093-x,0.25,0,1,0,0,0,0
10.1101/19010074,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010082,5.45,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010116,2.1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010124,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010132,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010140,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010165,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010181,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010199,0.25,1,0,0,0,0,0,10.1038/s41597-020-0380-3,34.85,9,0,0,4,0,0
10.1101/19010215,1.25,2,0,0,0,0,0,10.1016/j.exer.2020.107987,1.25,2,0,0,0,0,0
10.1101/19010223,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010231,5.45,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010256,3.85,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010264,0.25,1,0,0,0,0,0,10.1186/s13073-020-0718-7,76.68,16,0,1,9,0,0
10.1101/19010272,1.1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010280,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010298,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010322,0.25,1,0,0,0,0,0,10.1371/journal.pone.0224837,0.75,2,0,0,0,0,0
10.1101/19010348,10.9,17,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010389,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010397,7.05,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010413,0.75,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010421,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010447,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010462,0.75,2,0,0,0,0,0,10.2196/16878,61.85,15,1,0,7,0,0
10.1101/19010470,11.45,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010504,2.1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010512,5.1,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010520,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010538,3.85,7,0,0,0,0,0,10.1371/journal.pone.0227472,12,19,0,0,0,0,0
10.1101/19010553,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010579,2.95,5,0,0,0,0,0,10.1016/j.epidem.2020.100386,0,0,0,0,0,0,0
10.1101/19010587,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010603,21.05,36,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010678,17.2,29,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010702,3.85,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010710,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010728,6.65,10,0,0,0,0,0,10.1186/s13148-020-00838-0,3.95,7,0,0,0,0,0
10.1101/19010736,2.6,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010769,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010777,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010785,6.55,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010801,1.25,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010827,5.45,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010835,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010843,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010850,51.08,53,0,2,0,0,0,10.1136/bmjopen-2019-035561,50.012,54,0,2,0,0,0
10.1101/19010876,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010900,19.9,37,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010926,6.8,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010934,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19010975,6.25,9,0,0,0,0,0,10.1371/journal.pone.0231166,1.25,3,0,0,0,0,0
10.1101/19010991,9.55,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011007,2.1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011015,107.116,20,0,2,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011023,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011031,5.35,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011049,0.25,1,0,0,0,0,0,10.1212/nxi.0000000000000674,3.1,5,0,0,0,0,0
10.1101/19011064,0.25,1,0,0,0,0,0,10.1186/s12887-020-1985-6,0,0,0,0,0,0,0
10.1101/19011072,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011080,13.15,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011114,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011130,0.25,1,0,0,0,0,0,10.1371/journal.pone.0229883,1,2,0,0,0,0,0
10.1101/19011148,2.35,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011155,0.75,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011171,22.8,43,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011189,5.8,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011197,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011213,0.25,1,0,0,0,0,0,10.1371/journal.pone.0230734,0,0,0,0,0,0,0
10.1101/19011221,1.25,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011262,2.95,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011270,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011296,2.6,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011312,1.25,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011320,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011338,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011353,4.1,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011361,1.5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011379,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011387,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011403,5.2,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011411,3.1,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011437,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011445,6.7,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011452,0.25,1,0,0,0,0,0,10.3390/ijerph17010325,18.85,24,1,0,0,0,0
10.1101/19011460,1.25,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011528,1.95,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011536,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011577,0.25,1,0,0,0,0,0,10.1016/j.idm.2020.01.001,0,0,0,0,0,0,0
10.1101/19011593,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011601,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011619,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011635,6.55,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011643,0.25,1,0,0,0,0,0,10.1371/journal.pone.0225625,26.15,35,0,0,0,0,0
10.1101/19011676,1.85,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011692,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011700,0.75,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011734,7.95,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011759,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011775,0.25,1,0,0,0,0,0,10.1371/journal.pone.0231697,5,0,0,1,0,0,0
10.1101/19011791,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011825,12.4,18,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011833,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011841,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011858,6.15,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011866,0.5,2,0,0,0,0,0,10.1155/2020/5148370,0,0,0,0,0,0,0
10.1101/19011874,2.85,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011882,7.75,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011908,1.25,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011916,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011924,6.35,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011932,21.35,36,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011940,6.65,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011957,4.95,7,0,0,0,0,0,10.2196/17003,0,0,0,0,0,0,0
10.1101/19011965,0.5,2,0,0,0,0,0,10.4236/ojepi.2020.101004,0.25,1,0,0,0,0,0
10.1101/19011973,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011981,11.95,4,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19011999,3.45,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012005,10.55,19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012013,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012021,26.55,44,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012039,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012047,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012054,6.25,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012062,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012088,0.25,1,0,0,0,0,0,10.1371/journal.pone.0228751,0.5,2,0,0,0,0,0
10.1101/19012096,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012104,7.75,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012112,5.1,10,0,0,0,0,0,10.1186/s13229-020-0313-1,90.326,56,1,2,5,0,0
10.1101/19012138,2.85,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012146,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012153,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012161,1.6,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012179,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012195,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012203,9,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012211,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012229,13,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012237,2,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012245,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012252,2.75,4,0,0,0,0,0,10.1007/s00221-020-05797-9,7.05,8,0,0,0,0,0
10.1101/19012260,22.95,33,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012278,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012286,1.25,2,0,0,0,0,0,10.1136/oemed-2019-106325,2.1,3,0,0,0,0,0
10.1101/19012294,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012302,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012328,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012336,0.25,1,0,0,0,0,0,10.1113/jp279377,0.5,1,0,0,0,0,0
10.1101/19012344,10.5,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012377,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012385,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012393,12.75,25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012401,0.75,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012419,7.85,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012427,1.25,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012435,0.25,1,0,0,0,0,0,10.1016/j.jaci.2019.11.038,10.8,16,0,0,0,0,0
10.1101/19012443,4.45,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012450,1.6,3,0,0,0,0,0,10.3389/fmed.2020.00009,0.75,2,0,0,0,0,0
10.1101/19012468,2.6,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012476,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012484,4.35,6,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012518,1.25,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012559,5.55,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012567,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012583,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012591,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012617,0.75,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012625,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012633,1.1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012674,3.6,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012682,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012690,25.1,41,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012724,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012732,1.25,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012765,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012773,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012781,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012807,3.1,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012823,1,3,0,0,0,0,0,10.1007/s00520-020-05393-1,5.08,0,0,1,0,0,0
10.1101/19012856,0.75,3,0,0,0,0,0,10.17513/mjpfi.12945,0,0,0,0,0,0,0
10.1101/19012872,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012880,0.25,1,0,0,0,0,0,10.1016/j.hrthm.2020.02.036,10,17,0,0,0,0,0
10.1101/19012906,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012963,3.95,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19012997,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013003,6.3,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013011,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013029,9.35,14,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013037,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013060,12.9,17,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013078,22.83,3,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013086,197.3,360,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013136,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013151,2.7,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013177,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013193,12.35,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013227,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013243,9.7,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013268,1.75,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013284,3,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013292,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013300,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013318,3.2,6,0,0,0,0,0,10.1016/j.ahj.2019.11.011,7.3,13,0,0,0,0,0
10.1101/19013326,1.25,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013342,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013367,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013383,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013433,2.5,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013441,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013458,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013466,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013474,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013516,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013524,3.8,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013540,0.25,1,0,0,0,0,0,10.12688/f1000research.21650.1,0,0,0,0,0,0,0
10.1101/19013557,4.35,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013573,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013599,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013607,3.85,8,0,0,0,0,0,10.1007/s00415-019-09672-8,6.2,9,0,0,0,0,0
10.1101/19013623,7.75,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013631,7.5,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013656,0.25,1,0,0,0,0,0,10.1016/j.nicl.2020.102235,0,0,0,0,0,0,0
10.1101/19013730,3.8,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013748,1.5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013755,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013763,3.7,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013771,11.95,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013797,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013813,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013821,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013839,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013854,1.25,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013870,7.15,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013912,9.2,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013920,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19013987,30.65,45,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19014043,2,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19014100,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19014118,12.85,17,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19014134,7.3,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/19014175,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.01.19013615,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.04.19013888,5.05,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.04.19013896,2.85,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.06.868182,2.5,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.07.19011429,4.65,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.08.19013979,8.4,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.08.19014167,1.25,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.08.868828,22.25,35,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.09.19013334,2.25,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.09.19013672,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.09.19014183,0.75,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.09.19014225,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.09.19014233,0.75,2,0,0,0,0,0,10.4155/bio-2019-0278,0.25,1,0,0,0,0,0
10.1101/2019.12.09.19014258,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.09.869412,4.35,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.09.869511,2.1,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.09.869933,7.65,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.10.19013680,3.5,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.10.19013938,2.25,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.10.19014159,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2019.12.10.19014266,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
